F' B2 U2 R
B2 F' U2 R
B2 L F' U2 R
F' L B2 U2 R
B2 L' F' U2 R
F L' F2 B2 U2
F L' B2 F2 U2
F' L' B2 U2 R
B2 L2 F' U2 R
F' L2 B2 U2 R
F' U2 R D2 F2
F' U2 D2 R F2
L' F' B2 U2 R
L F' B2 U2 R
L2 F' B2 U2 R
F' D2 U2 R F2
B2 F L' F2 U2
B2 F' L U2 R
B2 F' L' U2 R
B2 F' L2 U2 R
B2 F' U2 R D
B2 F' U2 R D'
B2 F' U2 R D2
B2 F' U2 D R
B2 F' U2 D' R
B2 F' U2 D2 R
F B2 L' F2 U2
B2 F' D U2 R
F' B2 L U2 R
B2 F' D' U2 R
F' B2 L' U2 R
B2 F' D2 U2 R
F' B2 L2 U2 R
L' B2 F' U2 R
F' B2 U2 R D
F' B2 U2 R D'
F' B2 U2 R D2
F' B2 U2 D R
F' B2 U2 D' R
F' B2 U2 D2 R
F' B2 D U2 R
L B2 F' U2 R
F' B2 D' U2 R
F' B2 D2 U2 R
L2 B2 F' U2 R
B2 F' L2 U2 B R B'
B2 F' L2 U2 B2 R B2
B2 F' L2 D L U2 R
B2 F' L2 D L' U2 R
B2 F' L2 D L2 U2 R
B F' L' D B U2 R
B2 F' L2 D U2 R D
B2 F' L2 D U2 R D'
B2 F' L2 D U2 R D2
B2 F' L2 D' L U2 R
B2 F' L2 D' L' U2 R
B2 F' L2 D' L2 U2 R
F2 B' L2 U2 F B' R'
B F' L' D' B U2 R
B2 F' L2 D' U2 R D
B2 F' L2 D' U2 R D'
B2 F' L2 D' U2 R D2
F2 B' L2 U2 B' R' F
F2 B' L2 U2 B' F R'
B2 F' L2 D2 L U2 R
B2 F' L2 D2 L' U2 R
B2 F' L2 D2 L2 U2 R
B F' L' D2 B U2 R
B2 F' L2 D2 U2 R D
B2 F' L2 D2 U2 R D'
B2 F' L2 D2 U2 R D2
F' B' L2 B U2 R F
F' B' L2 B' U2 R F
B2 F' L2 F2 L' F2 U2
B F' L' B L U2 R
F' B' L2 B2 U2 R F
B F' L' B L' U2 R
B F' L' B L2 U2 R
B F' L' B U2 R D
B F' L' B U2 R D'
B F' L' B U2 R D2
B F' L' B U2 D R
B F' L' B U2 D' R
B F' L' B U2 D2 R
B F' L' B D U2 R
B F' L' B D' U2 R
B F' L' B D2 U2 R
B F' L2 U2 R2 F' R'
B2 F' R D R' U2 R
B F' L2 D B U2 R
B2 F' R D' R' U2 R
B F' L2 D' B U2 R
B2 F' R D2 R' U2 R
B F' L2 D2 B U2 R
B F' L2 B L U2 R
B F' L2 B L' U2 R
B F' L2 B L2 U2 R
B F' L2 B U2 R D
B F' L2 B U2 R D'
B F' L2 B U2 R D2
B F' L2 B U2 D R
B F' L2 B U2 D' R
B F' L2 B U2 D2 R
B F' L2 B D U2 R
B F' L2 B D' U2 R
B F' L2 B D2 U2 R
U2 B' U2 F' B' U2 R
B' F' R' B' R U2 R
F B' L2 F2 L U2 F'
U2 B' U2 B' F' U2 R
D' B' D F' B2 U2 R
U B' U' F' B' U2 R
B2 F' R' D2 L2 R U2
B2 F' R' D2 R L2 U2
D' B' D B2 F' U2 R
U B' U' B' F' U2 R
F' B' R' B' R U2 R
B2 F' R2 U2 D2 L2 R'
B2 F' R2 U2 D2 R' L2
D2 B' D2 L F' B2 U2
D2 B' D2 L B2 F' U2
B2 F' R2 D2 U2 L2 R'
B2 F' R2 D2 U2 R' L2
D2 B' D2 F' L B2 U2
D2 B' D2 F' B2 U2 R'
D2 B' D2 B2 F' U2 R'
L' B' D2 F' B' L U2
B2 F' U D B U R
B2 F' U D B' U R
B2 F' U D B2 U R
B2 F' U D' B U R
B' F' U' L2 U' R F
B2 F' U D' B' U R
B2 F' U D' B2 U R
B2 F' U D2 B U R
L' B' D2 B' L F' U2
B2 F' U D2 B' U R
B2 F' U D2 B2 U R
L' B' D2 B' F' L U2
D B' D' F' B2 U2 R
B2 F' U B U R D
B2 F' U B U R D'
B2 F' U B U R D2
B2 F' U B U D R
B2 F' U B U D' R
B2 F' U B U D2 R
B2 F' U B D U R
B2 F' U B D' U R
B2 F' U B D2 U R
B2 F' U B' U R D
B2 F' U B' U R D'
B2 F' U B' U R D2
B2 F' U B' U D R
B2 F' U B' U D' R
B2 F' U B' U D2 R
B2 F' U B' D U R
B2 F' U B' D' U R
B2 F' U B' D2 U R
F' B' U' L2 U' R F
B2 F' U B2 U R D
B2 F' U B2 U R D'
B2 F' U B2 U R D2
B2 F' U B2 U D R
B2 F' U B2 U D' R
B2 F' U B2 U D2 R
B2 F' U B2 D U R
B2 F' U B2 D' U R
B2 F' U B2 D2 U R
L2 B' D2 F' B' L U2
D B' D' B2 F' U2 R
L2 B' D2 B' L F' U2
L2 B' D2 B' F' L U2
D2 B' F' L U2 D F'
D2 B' F' L U2 D' F'
D2 B' F' L U2 D2 F'
D2 B' F' L U2 F' D
D2 B' F' L U2 F' D'
D2 B' F' L U2 F' D2
D2 B' F' L D U2 F'
D2 B' F' L D' U2 F'
D2 B' F' L D2 U2 F'
D2 B' F' L B U2 F'
D2 B' F' L B' U2 F'
D2 B' F' L B2 U2 F'
B F' U R2 U F' R'
B' F' U2 L2 R F L2
B' F' U2 R L2 F L2
B' F' U2 R U2 B' U2
L' B' F' L2 U2 R F
B2 F' U' F2 U L' U2
D2 B' F' D L U2 F'
F' B' U2 L2 R F L2
D2 B' F' D' L U2 F'
B2 F' U2 L R D L'
B2 F' U2 L R D' L'
B2 F' U2 L R D2 L'
D2 B' F' D2 L U2 F'
F' B' U2 R L2 F L2
B2 F' U2 L D L' R
F' B' U2 R U2 B' U2
B2 F' U2 L D R L'
B2 F' U2 L D' L' R
B2 F' U2 L D' R L'
B2 F' U2 L D2 L' R
B2 F' U2 L D2 R L'
B2 F' U2 L' R D L
B2 F' U2 L' R D' L
B2 F' U2 L' R D2 L
B2 F' U2 L' D L R
B2 F' U2 L' D R L
B2 F' U2 L' D' L R
B2 F' U2 L' D' R L
B2 F' U2 L' D2 L R
B2 F' U2 L' D2 R L
B2 F' U2 R L D L'
B2 F' U2 R L D' L'
B2 F' U2 R L D2 L'
B2 F' U2 R L' D L
B2 F' U2 R L' D' L
B2 F' U2 R L' D2 L
L' B' F' D B' U2 R
B2 F' U2 R F D F'
B2 F' U2 R F D' F'
B2 F' U2 R F D2 F'
B2 F' U2 R F' D F
B2 F' U2 R F' D' F
B2 F' U2 R F' D2 F
B2 F' U2 R B D B'
B2 F' U2 R B D' B'
B2 F' U2 R B D2 B'
B2 F' U2 R B' D B
B2 F' U2 R B' D' B
B2 F' U2 R B' D2 B
L' B' F' D' B' U2 R
B2 F' U2 R' F' R2 F
L2 B' F' L2 U2 R F
B2 F' U2 R' F2 R2 F2
B2 F' U2 R' B R2 B'
B2 F' U2 R' B2 R2 B2
L' B' F' D2 B' U2 R
B2 F' U2 R2 D R' D
B2 F' U2 R2 D R' D'
B2 F' U2 R2 D R' D2
B2 F' U2 R2 D' R' D
B2 F' U2 R2 D' R' D'
B2 F' U2 R2 D' R' D2
B2 F' U2 R2 D2 R' D
B2 F' U2 R2 D2 R' D'
B2 F' U2 R2 D2 R' D2
B2 F' U2 R2 F' R' F
B2 F' U2 R2 F2 R' F2
B2 F' U2 D R2 D R'
B2 F' U2 D R2 D' R'
B2 F' U2 D R2 D2 R'
B2 F' U2 D B R B'
L B' D2 F' B' L U2
B2 F' U2 D B2 R B2
B2 F' U2 D' R2 D R'
B2 F' U2 D' R2 D' R'
B2 F' U2 D' R2 D2 R'
B' F' D L2 U2 R F
B2 F' U2 D' B R B'
B2 F' U2 D' B2 R B2
B2 F' U2 D2 R2 D R'
B2 F' U2 D2 R2 D' R'
B2 F' U2 D2 R2 D2 R'
B2 F' U2 D2 B R B'
B2 F' U2 D2 B2 R B2
L B' D2 B' L F' U2
B2 F' U2 F' R F R
L B' D2 B' F' L U2
B2 F' U2 F' R' F R
B2 F' U2 F' R2 F R
B2 F' U2 F' D F R
B2 F' U2 F' D' F R
B2 F' U2 F' D2 F R
B2 F' U2 F2 R F2 R
B2 F' U2 F2 R' F2 R
B2 F' U2 F2 R2 F2 R
B2 F' U2 B R D B'
B2 F' U2 B R D' B'
B2 F' U2 B R D2 B'
B2 F' U2 B R B' D
B2 F' U2 B R B' D'
B2 F' U2 B R B' D2
B2 F' U2 B R' B' R2
B2 F' U2 B D R B'
B2 F' U2 B D B' R
B2 F' U2 B D' R B'
B2 F' U2 B D' B' R
B2 F' U2 B D2 R B'
B2 F' U2 B D2 B' R
L2 B' F' D B' U2 R
B2 F' U2 B' D B R
B2 F' U2 B' D' B R
B2 F' U2 B' D2 B R
L2 B' F' D' B' U2 R
R' B2 L R F' U2 R
B2 F' U2 B2 R B2 D
B2 F' U2 B2 R B2 D'
B2 F' U2 B2 R B2 D2
F' B' D L2 U2 R F
B2 F' U2 B2 R' B2 R2
L2 B' F' D2 B' U2 R
B2 F' D L U2 R D
B2 F' D L U2 R D'
B2 F' D L U2 R D2
B2 F' D L U2 D R
B2 F' D L U2 D' R
B2 F' D L U2 D2 R
B2 F' D L D U2 R
B2 F' D L D' U2 R
B2 F' D L D2 U2 R
B2 F' D L' U2 R D
B2 F' D L' U2 R D'
B2 F' D L' U2 R D2
B2 F' D L' U2 D R
B2 F' D L' U2 D' R
B2 F' D L' U2 D2 R
B2 F' D L' D U2 R
B2 F' D L' D' U2 R
B2 F' D L' D2 U2 R
B2 F' D L2 U2 R D
B2 F' D L2 U2 R D'
B2 F' D L2 U2 R D2
B2 F' D L2 U2 D R
B2 F' D L2 U2 D' R
B2 F' D L2 U2 D2 R
B2 F' D L2 D U2 R
B2 F' D L2 D' U2 R
B2 F' D L2 D2 U2 R
B' F' D B' L U2 R
B' F' D B' L' U2 R
B' F' D B' L2 U2 R
B' F' D B' U2 R D
B' F' D B' U2 R D'
B' F' D B' U2 R D2
B' F' D B' U2 D R
B' F' D B' U2 D' R
B' F' D B' U2 D2 R
B' F' D B' D U2 R
B' F' D B' D' U2 R
B' F' D B' D2 U2 R
B F' U2 R2 D F' R'
B F' U2 R2 D' F' R'
B F' U2 R2 D2 F' R'
B F' U2 R2 F R' F2
B F' U2 R2 F' R' D
B F' U2 R2 F' R' D'
B F' U2 R2 F' R' D2
B F' U2 R2 F' D R'
B F' U2 R2 F' D' R'
B F' U2 R2 F' D2 R'
B F' U2 R2 F2 R' F
B F' U2 D R2 F' R'
B2 F' D U B U R
B2 F' D U B' U R
B2 F' D U B2 U R
B F' U2 D' R2 F' R'
B' F' D' L2 U2 R F
B F' U2 D2 R2 F' R'
B2 F' D U2 R2 D R'
B2 F' D U2 R2 D' R'
B2 F' D U2 R2 D2 R'
B2 F' D U2 B R B'
B2 F' D U2 B2 R B2
B F' U2 F R2 F' R
F' B' D B' L U2 R
F' B' D B' L' U2 R
F' B' D B' L2 U2 R
F' B' D B' U2 R D
F' B' D B' U2 R D'
F' B' D B' U2 R D2
F' B' D B' U2 D R
F' B' D B' U2 D' R
F' B' D B' U2 D2 R
F' B' D B' D U2 R
F' B' D B' D' U2 R
F' B' D B' D2 U2 R
B2 F' D F2 L' F2 U2
L B' F' L2 U2 R F
L' B2 L F L' F2 U2
F2 B' D F B' U2 R
L' B2 L F' L U2 R
L' B2 L F' L' U2 R
L' B2 L F' L2 U2 R
L' B2 L F' U2 R D
L' B2 L F' U2 R D'
L' B2 L F' U2 R D2
L' B2 L F' U2 D R
L' B2 L F' U2 D' R
L' B2 L F' U2 D2 R
L' B2 L F' D U2 R
L' B2 L F' D' U2 R
L' B2 L F' D2 U2 R
R' B2 L' R F' U2 R
F' B' D' L2 U2 R F
B2 F' D' L U2 R D
B2 F' D' L U2 R D'
B2 F' D' L U2 R D2
B2 F' D' L U2 D R
B2 F' D' L U2 D' R
B2 F' D' L U2 D2 R
B2 F' D' L D U2 R
B2 F' D' L D' U2 R
B2 F' D' L D2 U2 R
B F' D L B U2 R
F2 B' D B' F U2 R
B2 F' D' L' U2 R D
B2 F' D' L' U2 R D'
B2 F' D' L' U2 R D2
B2 F' D' L' U2 D R
B2 F' D' L' U2 D' R
B2 F' D' L' U2 D2 R
B2 F' D' L' D U2 R
B2 F' D' L' D' U2 R
B2 F' D' L' D2 U2 R
B F' D L' B U2 R
B2 F' D' L2 U2 R D
B2 F' D' L2 U2 R D'
B2 F' D' L2 U2 R D2
B2 F' D' L2 U2 D R
B2 F' D' L2 U2 D' R
B2 F' D' L2 U2 D2 R
B2 F' D' L2 D U2 R
B2 F' D' L2 D' U2 R
B2 F' D' L2 D2 U2 R
B F' D L2 B U2 R
B' F' D' B' L U2 R
B' F' D' B' L' U2 R
B' F' D' B' L2 U2 R
B' F' D' B' U2 R D
B' F' D' B' U2 R D'
B' F' D' B' U2 R D2
B' F' D' B' U2 D R
B' F' D' B' U2 D' R
B' F' D' B' U2 D2 R
B' F' D' B' D U2 R
B' F' D' B' D' U2 R
B' F' D' B' D2 U2 R
L B' F' D B' U2 R
L B' F' D' B' U2 R
L B' F' D2 B' U2 R
L2 B2 L F L' F2 U2
B2 F' D' U B U R
B2 F' D' U B' U R
B2 F' D' U B2 U R
B' F' D2 L2 U2 R F
L2 B2 L F' L U2 R
L2 B2 L F' L' U2 R
L2 B2 L F' L2 U2 R
L2 B2 L F' U2 R D
L2 B2 L F' U2 R D'
L2 B2 L F' U2 R D2
L2 B2 L F' U2 D R
L2 B2 L F' U2 D' R
L2 B2 L F' U2 D2 R
L2 B2 L F' D U2 R
L2 B2 L F' D' U2 R
L2 B2 L F' D2 U2 R
B2 F' D' U2 R2 D R'
B2 F' D' U2 R2 D' R'
B2 F' D' U2 R2 D2 R'
B F' D U2 R2 F' R'
B2 F' D' U2 B R B'
B2 F' D' U2 B2 R B2
F' B' D' B' L U2 R
F' B' D' B' L' U2 R
F' B' D' B' L2 U2 R
F' B' D' B' U2 R D
F' B' D' B' U2 R D'
F' B' D' B' U2 R D2
F' B' D' B' U2 D R
F' B' D' B' U2 D' R
F' B' D' B' U2 D2 R
F' B' D' B' D U2 R
F' B' D' B' D' U2 R
F' B' D' B' D2 U2 R
B2 F' D' F2 L' F2 U2
L' B2 L' F L' F2 U2
F2 B' D' F B' U2 R
B F' D B L U2 R
B F' D B L' U2 R
B F' D B L2 U2 R
B F' D B U2 R D
B F' D B U2 R D'
B F' D B U2 R D2
L' B2 L' F' L U2 R
B F' D B U2 D R
B F' D B U2 D' R
B F' D B U2 D2 R
B F' D B D U2 R
L' B2 L' F' L' U2 R
B F' D B D' U2 R
L' B2 L' F' L2 U2 R
B F' D B D2 U2 R
L' B2 L' F' U2 R D
L' B2 L' F' U2 R D'
L' B2 L' F' U2 R D2
L' B2 L' F' U2 D R
L' B2 L' F' U2 D' R
L' B2 L' F' U2 D2 R
L' B2 L' F' D U2 R
L' B2 L' F' D' U2 R
L' B2 L' F' D2 U2 R
R' B2 L2 R F' U2 R
F' B' D2 L2 U2 R F
B2 F' D2 L U2 R D
B2 F' D2 L U2 R D'
B2 F' D2 L U2 R D2
B2 F' D2 L U2 D R
B2 F' D2 L U2 D' R
B2 F' D2 L U2 D2 R
B2 F' D2 L D U2 R
B2 F' D2 L D' U2 R
B2 F' D2 L D2 U2 R
B F' D' L B U2 R
F2 B' D' B' F U2 R
B2 F' D2 L' U2 R D
B2 F' D2 L' U2 R D'
B2 F' D2 L' U2 R D2
B2 F' D2 L' U2 D R
B2 F' D2 L' U2 D' R
B2 F' D2 L' U2 D2 R
B2 F' D2 L' D U2 R
B2 F' D2 L' D' U2 R
B2 F' D2 L' D2 U2 R
B F' D' L' B U2 R
B2 F' D2 L2 U2 R D
B2 F' D2 L2 U2 R D'
B2 F' D2 L2 U2 R D2
B2 F' D2 L2 U2 D R
B2 F' D2 L2 U2 D' R
B2 F' D2 L2 U2 D2 R
B2 F' D2 L2 D U2 R
B2 F' D2 L2 D' U2 R
B2 F' D2 L2 D2 U2 R
B' F' D2 B' L U2 R
B' F' D2 B' L' U2 R
B' F' D2 B' L2 U2 R
B F' D' L2 B U2 R
B' F' D2 B' U2 R D
B' F' D2 B' U2 R D'
B' F' D2 B' U2 R D2
B' F' D2 B' U2 D R
B' F' D2 B' U2 D' R
B' F' D2 B' U2 D2 R
B' F' D2 B' D U2 R
B' F' D2 B' D' U2 R
B' F' D2 B' D2 U2 R
L2 B2 L' F L' F2 U2
B2 F' D2 U B U R
B2 F' D2 U B' U R
B2 F' D2 U B2 U R
L2 B2 L' F' L U2 R
L2 B2 L' F' L' U2 R
L2 B2 L' F' L2 U2 R
L2 B2 L' F' U2 R D
L2 B2 L' F' U2 R D'
L2 B2 L' F' U2 R D2
L2 B2 L' F' U2 D R
L2 B2 L' F' U2 D' R
L2 B2 L' F' U2 D2 R
L2 B2 L' F' D U2 R
L2 B2 L' F' D' U2 R
L2 B2 L' F' D2 U2 R
B2 F' D2 U2 R2 D R'
B2 F' D2 U2 R2 D' R'
B2 F' D2 U2 R2 D2 R'
B F' D' U2 R2 F' R'
B2 F' D2 U2 B R B'
U2 B2 L' F' U2 L R
U2 B2 L' F' U2 R L
B2 F' D2 U2 B2 R B2
F' B' D2 B' L U2 R
F' B' D2 B' L' U2 R
F' B' D2 B' L2 U2 R
F' B' D2 B' U2 R D
F' B' D2 B' U2 R D'
F' B' D2 B' U2 R D2
F' B' D2 B' U2 D R
F' B' D2 B' U2 D' R
F' B' D2 B' U2 D2 R
F' B' D2 B' D U2 R
F' B' D2 B' D' U2 R
F' B' D2 B' D2 U2 R
B2 F' D2 F2 L' F2 U2
L' B2 L2 F L' F2 U2
B F' D' B L U2 R
F2 B' D2 F B' U2 R
B F' D' B L' U2 R
B F' D' B L2 U2 R
B F' D' B U2 R D
B F' D' B U2 R D'
B F' D' B U2 R D2
B F' D' B U2 D R
B F' D' B U2 D' R
B F' D' B U2 D2 R
B F' D' B D U2 R
L' B2 L2 F' L U2 R
B F' D' B D' U2 R
L' B2 L2 F' L' U2 R
B F' D' B D2 U2 R
L' B2 L2 F' L2 U2 R
L B2 L F L' F2 U2
L' B2 L2 F' U2 R D
L' B2 L2 F' U2 R D'
L' B2 L2 F' U2 R D2
L' B2 L2 F' U2 D R
L' B2 L2 F' U2 D' R
L' B2 L2 F' U2 D2 R
L' B2 L2 F' D U2 R
L' B2 L2 F' D' U2 R
L' B2 L2 F' D2 U2 R
L B2 L F' L U2 R
L B2 L F' L' U2 R
L B2 L F' L2 U2 R
R' B2 R L F' U2 R
L B2 L F' U2 R D
L B2 L F' U2 R D'
L B2 L F' U2 R D2
L B2 L F' U2 D R
L B2 L F' U2 D' R
L B2 L F' U2 D2 R
L B2 L F' D U2 R
L B2 L F' D' U2 R
L B2 L F' D2 U2 R
R' B2 R L' F' U2 R
F' B2 L U B U R
F' B2 L U B' U R
F' B2 L U B2 U R
R' B2 R L2 F' U2 R
B F' D2 L B U2 R
F2 B' D2 B' F U2 R
F' B2 L U2 R2 D R'
F' B2 L U2 R2 D' R'
F' B2 L U2 R2 D2 R'
F' B2 L U2 D R D
F' B2 L U2 D R D'
F' B2 L U2 D R D2
B F' D2 L' B U2 R
F' B2 L U2 D' R D
F' B2 L U2 D' R D'
F' B2 L U2 D' R D2
F' B2 L U2 D2 R D
F' B2 L U2 D2 R D'
F' B2 L U2 D2 R D2
F' B2 L U2 B R B'
F' B2 L U2 B2 R B2
F' B2 L D L U2 R
F' B2 L D L' U2 R
F' B2 L D L2 U2 R
B F' D2 L2 B U2 R
F' B2 L D U2 R D
F' B2 L D U2 R D'
F' B2 L D U2 R D2
F' B2 L D' L U2 R
F' B2 L D' L' U2 R
F' B2 L D' L2 U2 R
F' B2 L D' U2 R D
F' B2 L D' U2 R D'
F' B2 L D' U2 R D2
F' B2 L D2 L U2 R
F' B2 L D2 L' U2 R
F' B2 L D2 L2 U2 R
F' B2 L D2 U2 R D
F' B2 L D2 U2 R D'
F' B2 L D2 U2 R D2
L2 B2 L2 F L' F2 U2
R' B2 R F L' F2 U2
L2 B2 L2 F' L U2 R
L2 B2 L2 F' L' U2 R
L2 B2 L2 F' L2 U2 R
F' B2 L F2 L' F2 U2
L2 B2 L2 F' U2 R D
L2 B2 L2 F' U2 R D'
L2 B2 L2 F' U2 R D2
L2 B2 L2 F' U2 D R
L2 B2 L2 F' U2 D' R
L2 B2 L2 F' U2 D2 R
L2 B2 L2 F' D U2 R
L2 B2 L2 F' D' U2 R
L2 B2 L2 F' D2 U2 R
B F' D2 U2 R2 F' R'
R' B2 R F' L U2 R
R' B2 R F' L' U2 R
R' B2 R F' L2 U2 R
R2 B2 L2 R2 F L' U2
U2 B2 L2 F' U2 L2 R
U2 B2 L2 F' U2 R L2
R' B2 R F' U2 R D
R' B2 R F' U2 R D'
R' B2 R F' U2 R D2
R' B2 R F' U2 D R
R' B2 R F' U2 D' R
R' B2 R F' U2 D2 R
R' B2 R F' D U2 R
R' B2 R F' D' U2 R
R' B2 R F' D2 U2 R
B2 F2 L F' L' F U2
B F' D2 B L U2 R
B F' D2 B L' U2 R
B F' D2 B L2 U2 R
F2 B2 L F' L' F U2
B F' D2 B U2 R D
B F' D2 B U2 R D'
B F' D2 B U2 R D2
B F' D2 B U2 D R
B F' D2 B U2 D' R
B F' D2 B U2 D2 R
B F' D2 B D U2 R
B F' D2 B D' U2 R
B F' D2 B D2 U2 R
L B2 L' F L' F2 U2
L B2 L' F' L U2 R
L B2 L' F' L' U2 R
L B2 L' F' L2 U2 R
L B2 L' F' U2 R D
L B2 L' F' U2 R D'
L B2 L' F' U2 R D2
L B2 L' F' U2 D R
L B2 L' F' U2 D' R
L B2 L' F' U2 D2 R
L B2 L' F' D U2 R
L B2 L' F' D' U2 R
L B2 L' F' D2 U2 R
F' B2 L' U B U R
F' B2 L' U B' U R
R2 B2 L2 F L' R2 U2
F' B2 L' U B2 U R
R2 B2 L2 F R2 L' U2
F' B2 L' U2 R2 D R'
F' B2 L' U2 R2 D' R'
F' B2 L' U2 R2 D2 R'
F' B2 L' U2 D R D
F' B2 L' U2 D R D'
F' B2 L' U2 D R D2
F' B2 L' U2 D' R D
F' B2 L' U2 D' R D'
F' B2 L' U2 D' R D2
F' B2 L' U2 D2 R D
F' B2 L' U2 D2 R D'
F' B2 L' U2 D2 R D2
F' B2 L' U2 B R B'
F' B2 L' U2 B2 R B2
F' B2 L' D L U2 R
F' B2 L' D L' U2 R
F' B2 L' D L2 U2 R
F' B2 L' D U2 R D
F' B2 L' D U2 R D'
F' B2 L' D U2 R D2
F' B2 L' D' L U2 R
F' B2 L' D' L' U2 R
F' B2 L' D' L2 U2 R
F' B2 L' D' U2 R D
F' B2 L' D' U2 R D'
F' B2 L' D' U2 R D2
F' B2 L' D2 L U2 R
F' B2 L' D2 L' U2 R
F' B2 L' D2 L2 U2 R
F' B2 L' D2 U2 R D
F' B2 L' D2 U2 R D'
F' B2 L' D2 U2 R D2
F' B2 L' F2 L' F2 U2
B2 F2 L' F U2 R B
B2 F2 L' F' L' U2 B'
B' F2 L2 U2 F B' R'
B' F2 L2 U2 B' R' F
B' F2 L2 U2 B' F R'
F2 B2 L' F U2 R B
F2 B2 L' F' L' U2 B'
L B2 L2 F L' F2 U2
L B2 L2 F' L U2 R
L B2 L2 F' L' U2 R
L B2 L2 F' L2 U2 R
F B2 L U2 D2 R2 B2
F B2 L U2 D2 B2 R2
L B2 L2 F' U2 R D
L B2 L2 F' U2 R D'
L B2 L2 F' U2 R D2
L B2 L2 F' U2 D R
L B2 L2 F' U2 D' R
L B2 L2 F' U2 D2 R
L B2 L2 F' D U2 R
L B2 L2 F' D' U2 R
L B2 L2 F' D2 U2 R
F' B2 L2 U B U R
F' B2 L2 U B' U R
F' B2 L2 U B2 U R
F' B2 L2 U2 R2 D R'
F' B2 L2 U2 R2 D' R'
F' B2 L2 U2 R2 D2 R'
F' B2 L2 U2 D R D
F' B2 L2 U2 D R D'
F' B2 L2 U2 D R D2
F' B2 L2 U2 D' R D
F' B2 L2 U2 D' R D'
F' B2 L2 U2 D' R D2
F' B2 L2 U2 D2 R D
F' B2 L2 U2 D2 R D'
F' B2 L2 U2 D2 R D2
F' B2 L2 U2 B R B'
F B2 L D2 U2 R2 B2
F B2 L D2 U2 B2 R2
F' B2 L2 U2 B2 R B2
F' B2 L2 D L U2 R
F' B2 L2 D L' U2 R
F' B2 L2 D L2 U2 R
F B2 L F L2 U2 B'
F' B2 L2 D U2 R D
F' B2 L2 D U2 R D'
F' B2 L2 D U2 R D2
F' B2 L2 D' L U2 R
F' B2 L2 D' L' U2 R
F' B2 L2 D' L2 U2 R
F B2 L F' L2 F' U2
F' B2 L2 D' U2 R D
F' B2 L2 D' U2 R D'
F' B2 L2 D' U2 R D2
F' B2 L2 D2 L U2 R
F' B2 L2 D2 L' U2 R
F' B2 L2 D2 L2 U2 R
B2 F2 L2 U2 R B' R'
B2 F2 L2 U2 R' B' R'
B2 F2 L2 U2 R2 B' R'
B2 F2 L2 U2 D B' R'
B2 F2 L2 U2 D' B' R'
F B2 L F2 L2 U2 D
F B2 L F2 L2 U2 D'
F B2 L F2 L2 U2 D2
F B2 L F2 L2 D U2
F B2 L F2 L2 D' U2
F B2 L F2 L2 D2 U2
F' B2 L2 D2 U2 R D
F' B2 L2 D2 U2 R D'
F' B2 L2 D2 U2 R D2
B2 F2 L2 U2 D2 B' R'
B2 F2 L2 U2 B' R' D
B2 F2 L2 U2 B' R' D'
B2 F2 L2 U2 B' R' D2
B2 F2 L2 U2 B' D R'
B2 F2 L2 U2 B' D' R'
B2 F2 L2 U2 B' D2 R'
F B2 L F2 U2 D2 R2
F B2 L F2 D2 U2 R2
B2 F2 L2 D U2 B' R'
F2 B2 L2 U2 R B' R'
F2 B2 L2 U2 R' B' R'
F2 B2 L2 U2 R2 B' R'
F2 B2 L2 U2 D B' R'
B2 F2 L2 D' U2 B' R'
F2 B2 L2 U2 D' B' R'
F2 B2 L2 U2 D2 B' R'
F2 B2 L2 U2 B' R' D
F2 B2 L2 U2 B' R' D'
F2 B2 L2 U2 B' R' D2
F2 B2 L2 U2 B' D R'
F2 B2 L2 U2 B' D' R'
F2 B2 L2 U2 B' D2 R'
F' B2 L2 F2 L' F2 U2
B2 F2 L2 D2 U2 B' R'
F2 B2 L2 D U2 B' R'
B2 F2 L2 F U2 R B'
B2 F2 L2 F U2 B' R
F2 B2 L2 D' U2 B' R'
F B2 L' R F2 R' U2
F2 B2 L2 D2 U2 B' R'
F B2 L' R' F2 U2 L'
F B2 L' R2 F2 R2 U2
F2 B2 L2 F U2 R B'
F2 B2 L2 F U2 B' R
F B2 L' U D' L2 U
F B2 L' U' D R2 U'
F B2 L' U2 D2 B2 D
F B2 L' U2 D2 B2 D'
F B2 L' U2 D2 B2 D2
F B2 L' U2 B D2 B2
F B2 L' U2 B' D2 B2
F B2 L' U2 B2 D2 B2
F B2 L' D U' R2 U'
F B2 L' D' U L2 U
F B2 L' D2 U2 B2 D
F B2 L' D2 U2 B2 D'
F B2 L' D2 U2 B2 D2
F B2 L' D2 F U2 B2
F B2 L' D2 F' U2 B2
F B2 L' D2 F2 U2 B2
F' B2 R D R' U2 R
F B2 L' F D F U2
F B2 L' F D' F U2
F B2 L' F D2 F U2
F' B2 R D' R' U2 R
F B2 L' F' D F' U2
F B2 L' F' D' F' U2
F B2 L' F' D2 F' U2
F' B2 R D2 R' U2 R
R2 B2 R2 L2 F L' U2
B2 F2 R F R' U2 R2
F2 B2 R F R' U2 R2
F B2 L2 U2 D2 B2 R'
F B2 L2 D2 L U2 B2
R2 B2 R2 F' U2 R B'
R2 B2 R2 F' U2 B' R
F B2 L2 D2 U2 B2 R'
R2 B2 R2 F2 U2 B' R'
F B2 L2 F' L F' U2
F' B2 R' D2 L2 R U2
F' B2 R' D2 R L2 U2
