D' L' F2 B2
D' L' B2 F2
D' B2 L' F2
D' L F2 L2 B2
D' L F2 B2 L2
D' L B2 L2 F2
D' L B2 F2 L2
D L' D2 F2 B2
D L' D2 B2 F2
L2 R2 U L R2
R2 L2 U L R2
L2 R2 U R2 L
R2 L2 U R2 L
D' L' F2 B2 D
D' L' F2 B2 D'
D' L' F2 B2 D2
U' L2 R2 U L
D' L' B2 F2 D
D' L' B2 F2 D'
D' L' B2 F2 D2
D' L2 F2 L B2
L' U' L' R2 U
L' U' R2 L' U
U' R2 L2 U L
B' D' L' F2 B2
B' D' L' B2 F2
B2 D' L' F2 B2
B2 D' L' B2 F2
B D' L' F2 B2
B D' L' B2 F2
F2 D' F2 L' B2
B' D' B2 L' F2
F2 D' F2 B2 L'
B2 D' B2 L' F2
B D' B2 L' F2
F2 D' B2 F2 L'
D' B L' F2 B
D' B L' B F2
D' B2 L F2 L2
D' B2 L' F2 D
D' B2 L' F2 D'
D' B2 L' F2 D2
D' B2 L2 F2 L
D' F2 B2 U2 R D U2
D' F2 B2 U2 R D' U2
D' F2 B2 U2 R D2 U2
D' F2 B2 U2 D R U2
D' F2 B2 U2 D' R U2
D' F2 B2 U2 D2 R U2
B2 D2 U R2 L2 U' L
D2 F2 B2 D F2 L' B2
D2 F2 B2 D F2 B2 L'
D' F2 B2 D U2 R U2
D2 F2 B2 D B2 F2 L'
D' F2 B2 D F2 L' F2
D' F2 B2 D' U2 R U2
D' F2 B2 D' F2 L' F2
D' F2 B2 D2 U2 R U2
D' F2 B2 D2 F2 L' F2
B D2 U L2 R2 U' L
L' B L D' L' F2 B2
L' B L D' L' B2 F2
D F2 B2 L R U2 R'
L' B L D' B2 L' F2
D' B L F' L2 F' B
D' B L F' L2 B F'
D F2 B2 L' R U2 R'
D' B L F' B L2 F'
D' B L F2 L' B L'
D' B L F2 L2 D B
D' B L F2 L2 D' B
D' B L F2 L2 D2 B
D' B L F2 L2 B D
D' B L F2 L2 B D'
D' B L F2 L2 B D2
B D2 U R2 L2 U' L
D F2 B2 L2 R U2 R'
D' B L F2 B L2 D
D' B L F2 B L2 D'
D' B L F2 B L2 D2
D' B L F2 B' L2 B2
D' B L B L F2 L
D' B L B L2 F2 D
D' B L B L2 F2 D'
D' B L B L2 F2 D2
D F2 B2 R L U2 R'
D F2 B2 R L' U2 R'
D F2 B2 R L2 U2 R'
D F2 B2 R U2 R' D
D F2 B2 R U2 R' D'
D F2 B2 R U2 R' D2
D F2 B2 R U2 D R'
D F2 B2 R U2 D' R'
D F2 B2 R U2 D2 R'
D F2 B2 R D U2 R'
D F2 B2 R D' U2 R'
D F2 B2 R D2 U2 R'
D' B L B F' L2 F'
D' B L B F2 L2 D
D' B L B F2 L2 D'
D' B L B F2 L2 D2
D' B L B' L2 F2 B2
D' B L B' L2 B2 F2
D' B L B' F2 L2 B2
D' B L' R F2 R' B
D2 B L' U L' R2 U'
D2 B L' U R2 L' U'
D F2 B2 D R U2 R'
L' B L' R2 U L R2
L' B L' R2 U R2 L
D F2 B2 D' R U2 R'
D F2 B2 D2 R U2 R'
D' B L' D B D' F2
D' B L' D' B D F2
D' B L' F D F B
D' B L' F D B F
D' B L' F D' F B
D' B L' F D' B F
D' B L' F D2 F B
D' B L' F D2 B F
D' B L' F B D F
D' B L' F B D' F
D' B L' F B D2 F
D' B L' F' D F' B
D' B L' F' D B F'
D' B L' F' D' F' B
D' B L' F' D' B F'
D' B L' F' D2 F' B
D' B L' F' D2 B F'
D' B L' F' B D F'
D' B L' F' B D' F'
D' B L' F' B D2 F'
D' B L' F2 L B L'
D' B L' F2 L2 B L2
D' B L' F2 D B D
D' B L' F2 D B D'
D' B L' F2 D B D2
D' B L' F2 D' B D
D' B L' F2 D' B D'
D' B L' F2 D' B D2
D' B L' F2 D2 B D
D' B L' F2 D2 B D'
D' B L' F2 D2 B D2
D' B L' F2 B2 D B'
D' B L' F2 B2 D' B'
D' B L' F2 B2 D2 B'
D' B L' B L' F2 L
D' B L' B L2 F2 L2
D' B L' B R F2 R'
D' B L' B R2 F2 R2
D' B L' B F D F
D' B L' B F D' F
D' B L' B F D2 F
D' B L' B F' D F'
D' B L' B F' D' F'
D' B L' B F' D2 F'
D' B L' B2 F2 D B'
D' B L' B2 F2 D' B'
D' B L' B2 F2 D2 B'
D2 B L2 R2 U' L R2
D2 B L2 R2 U' R2 L
D B L' R2 F' R2 B
D' B L2 F' L F' B
D' B L2 F' L B F'
D' B L2 F2 L D B
D' B L2 F2 L D' B
D' B L2 F2 L D2 B
D' B L2 F2 L B D
D' B L2 F2 L B D'
D' B L2 F2 L B D2
D' B L2 F2 L' B L2
D' B L2 F2 L2 B L'
D' B L2 F2 D L B
D' B L2 F2 D' L B
D' B L2 F2 D2 L B
D B L' U2 F2 B U2
D B L' U2 B F2 U2
D' B R L' F2 R' B
D B L' B' D2 F2 B2
D B L' B' D2 B2 F2
R2 B L2 U L R2 D
R2 B L2 U L R2 D'
R2 B L2 U L R2 D2
R2 B L2 U R2 L D
R2 B L2 U R2 L D'
R2 B L2 U R2 L D2
R2 B L2 U R2 D L
R2 B L2 U R2 D' L
R2 B L2 U R2 D2 L
R2 B L2 F U L R2
R2 B L2 F U R2 L
R2 B L2 F' U L R2
R2 B L2 F' U R2 L
R2 B L2 F2 U L R2
R2 B L2 F2 U R2 L
B' D2 F2 D F2 L' B2
B' D2 F2 D F2 B2 L'
B' D2 F2 D B2 F2 L'
F D2 F D F2 L' B2
F D2 F D F2 B2 L'
F D2 F D B2 F2 L'
B2 D2 F2 D F2 L' B2
B2 D2 F2 D F2 B2 L'
B2 D2 F2 D B2 F2 L'
F2 D2 F2 D L' F2 B2
F2 D2 F2 D L' B2 F2
F2 D2 F2 D B2 L' F2
B' D2 B D L' F2 B2
B' D2 B D L' B2 F2
F D2 F' D L' F2 B2
F D2 F' D L' B2 F2
B' D2 B D B2 L' F2
F D2 F' D B2 L' F2
D2 B R2 L2 U' L R2
D2 B R2 L2 U' R2 L
L' B R2 L' U L R2
L' B R2 L' U R2 L
F' D2 B D F2 B2 L
F' D2 B D B2 L F2
F' D2 B D B2 F2 L
B2 D2 B D L' F2 B2
B2 D2 B D L' B2 F2
U' B R2 B' L2 U L
B D2 F2 D F2 L' B2
B D2 F2 D F2 B2 L'
B D2 F2 D B2 F2 L'
B2 D2 B D B2 L' F2
F2 D2 B D F2 L' B2
F2 D2 B D F2 B2 L'
F2 D2 B D B2 F2 L'
B' D2 B' D L' F2 B2
B' D2 B' D L' B2 F2
B' D2 B' D B2 L' F2
D2 B U L2 R2 U' L
F' D2 B' D L F2 B2
F' D2 B' D L B2 F2
D2 B U R2 L2 U' L
F' D2 B' D F2 L B2
B D2 B D L' F2 B2
B D2 B D L' B2 F2
B2 D2 B' D L' F2 B2
B2 D2 B' D L' B2 F2
D B R2 L' F' R2 B
B D2 B D B2 L' F2
B2 D2 B' D B2 L' F2
L2 B R2 B' U L R2
R2 B R2 D' L' F2 B2
L2 B R2 B' U R2 L
R2 B R2 D' L' B2 F2
F2 D2 B' D F2 L' B2
F2 D2 B' D F2 B2 L'
F2 D2 B' D B2 F2 L'
R2 B R2 D' B2 L' F2
B' D2 B2 D L' F2 B2
B' D2 B2 D L' B2 F2
U2 B U L2 R2 U L
B' D2 B2 D B2 L' F2
U2 B U R2 L2 U L
L' B U' L' R2 U D
L' B U' L' R2 U D'
L' B U' L' R2 U D2
L' B U' L' R2 D U
L' B U' L' R2 D' U
L' B U' L' R2 D2 U
L' B U' L' U D' F2
L' B U' L' D' U F2
L' B U' R2 L' U D
L' B U' R2 L' U D'
L' B U' R2 L' U D2
L' B U' R2 L' D U
L' B U' R2 L' D' U
L' B U' R2 L' D2 U
B D2 B' D L' F2 B2
B D2 B' D L' B2 F2
B2 D2 B2 D L' F2 B2
B2 D2 B2 D L' B2 F2
L' B U' R2 D L' U
L' B U' R2 D' L' U
L' B U' R2 D2 L' U
B D2 B' D B2 L' F2
B2 D2 B2 D B2 L' F2
L' B U' D' L' U F2
R2 B U R2 D' L' B2
R2 B U R2 D' B2 L'
F2 D2 B2 D F2 L' B2
F2 D2 B2 D F2 B2 L'
F2 D2 B2 D B2 F2 L'
B D2 B2 D L' F2 B2
B D2 B2 D L' B2 F2
B D2 B2 D B2 L' F2
D2 B D L F2 L2 B2
D2 B D L F2 B2 L2
D2 B D L B2 L2 F2
D2 B D L B2 F2 L2
D2 B D L' F2 B2 D
D2 B D L' F2 B2 D'
D2 B D L' F2 B2 D2
D2 B D L' B2 F2 D
D2 B D L' B2 F2 D'
D2 B D L' B2 F2 D2
D' B D L' D' F2 B
D' B D L' D' B F2
D2 B D L2 F2 L B2
D' B D L' B D' F2
U2 B U2 D' L' F2 B2
U2 B U2 D' L' B2 F2
U2 B U2 D' B2 L' F2
U B U' D' L' F2 B2
U B U' D' L' B2 F2
U B U' D' B2 L' F2
D2 B D B L' F2 B
D2 B D B L' B F2
D' B D B L' D' F2
D' B D B D' L' F2
D2 B D B2 L F2 L2
D2 B D B2 L' F2 D
D2 B D B2 L' F2 D'
D2 B D B2 L' F2 D2
D2 B D B2 L2 F2 L
D2 B D' L' D2 F2 B2
D2 B D' L' D2 B2 F2
D B U2 F2 B R U2
U B U2 L2 R2 U L
D B U2 B F2 R U2
U B U2 R2 L2 U L
U2 B D F2 R B2 U2
U2 B D F2 B2 R U2
L' B D' U' L' U F2
U2 B D B2 F2 R U2
D' B D' B D L' F2
L' B D' F2 U R U'
U2 B D' L' F2 B2 R'
U2 B D' L' B2 R' F2
U2 B D' L' B2 F2 R'
D' B D2 L' D2 F2 B
D' B D2 L' D2 B F2
U2 B D' U2 L' F2 B2
U2 B D' U2 L' B2 F2
U2 B D' U2 B2 L' F2
D B D2 L B2 L2 F
U B D' U' L' F2 B2
U B D' U' L' B2 F2
U B D' U' B2 L' F2
U B D2 L2 R2 U' L
D B D2 B2 L2 F L
U B D2 R2 L2 U' L
D2 B F2 D F2 L' B2
D2 B F2 D F2 B2 L'
D2 B F2 D B2 F2 L'
L' B' L D' L' F2 B2
L' B' L D' L' B2 F2
L' B' L D' B2 L' F2
D' B' L F2 L' B' L'
D2 B' L' U L' R2 U'
D2 B' L' U R2 L' U'
L' B' L' R2 U L R2
L' B' L' R2 U R2 L
D' B' L' F2 L B' L'
D2 B' L2 R2 U' L R2
D2 B' L2 R2 U' R2 L
R2 B' L2 U L R2 D
R2 B' L2 U L R2 D'
R2 B' L2 U L R2 D2
B' F D' F' L' F' B2
B' F D' F' L' B2 F'
R2 B' L2 U R2 L D
R2 B' L2 U R2 L D'
R2 B' L2 U R2 L D2
R2 B' L2 U R2 D L
R2 B' L2 U R2 D' L
R2 B' L2 U R2 D2 L
B' F D' F' B2 L' F'
F2 B D' L F2 L' B2
F2 B D' L F2 B2 L'
F2 B D' L B2 F2 L'
F2 B D' L' F2 L' B2
F2 B D' L' F2 B2 L'
F2 B D' L' B2 F2 L'
F2 B D' L2 F2 L' B2
F2 B D' L2 F2 B2 L'
F2 B D' L2 B2 F2 L'
B' F D' B2 F' L' F'
R2 B' L2 F U L R2
R2 B' L2 F U R2 L
R2 B' L2 F' U L R2
R2 B' L2 F' U R2 L
D B' L2 D2 F L B2
R2 B' L2 F2 U L R2
R2 B' L2 F2 U R2 L
D B' L2 F L2 B' L'
B2 F D' F' L' F' B2
B2 F D' F' L' B2 F'
B2 F D' F' B2 L' F'
F2 B D' F2 L B2 L2
F2 B D' F2 L' B2 D
F2 B D' F2 L' B2 D'
F2 B D' F2 L' B2 D2
F2 B D' F2 B L' B
F2 B D' F2 B2 L' D
F2 B D' F2 B2 L' D'
F2 B D' F2 B2 L' D2
F2 B D' F2 B2 D L'
F2 B D' F2 B2 D' L'
F2 B D' F2 B2 D2 L'
B2 F D' B2 F' L' F'
F2 B D' B F2 L' B
F2 B D' B2 L F2 L'
F2 B D' B2 L' F2 L'
F2 B D' B2 L2 F2 L'
F2 B D' B2 F2 L' D
F2 B D' B2 F2 L' D'
F2 B D' B2 F2 L' D2
F2 B D' B2 F2 D L'
F2 B D' B2 F2 D' L'
F2 B D' B2 F2 D2 L'
D' B' R' B' L' R F2
D' B' R' B' R L' F2
D2 B' R2 L2 U' L R2
D2 B' R2 L2 U' R2 L
B F D' F' L' F' B2
B F D' F' L' B2 F'
B F D' F' B2 L' F'
L' B' R2 L' U L R2
L' B' R2 L' U R2 L
B F D' B2 F' L' F'
F B D' F' L' F' B2
F B D' F' L' B2 F'
F B D' F' B2 L' F'
D' B' R2 B' L' R2 F2
D' B' R2 B' L' F2 R2
D' B' R2 B' R2 L' F2
F B D' B2 F' L' F'
D2 B' U L2 R2 U' L
D2 B' U R2 L2 U' L
L2 B' R2 B U L R2
L2 B' R2 B U R2 L
R2 B' R2 D' L' F2 B2
R2 B' R2 D' L' B2 F2
R2 B' R2 D' B2 L' F2
U2 B' U L2 R2 U L
U2 B' U R2 L2 U L
L' B' U' L' R2 U D
L' B' U' L' R2 U D'
L' B' U' L' R2 U D2
L' B' U' L' R2 D U
L' B' U' L' R2 D' U
L' B' U' L' R2 D2 U
L' B' U' L' U D' F2
L' B' U' L' D' U F2
L' B' U' R2 L' U D
L' B' U' R2 L' U D'
L' B' U' R2 L' U D2
L' B' U' R2 L' D U
L' B' U' R2 L' D' U
L' B' U' R2 L' D2 U
L' B' U' R2 D L' U
L' B' U' R2 D' L' U
L' B' U' R2 D2 L' U
L' B' U' D' L' U F2
R2 B' U R2 D' L' B2
R2 B' U R2 D' B2 L'
D2 B' D L F2 L2 B2
D2 B' D L F2 B2 L2
D2 B' D L B2 L2 F2
D2 B' D L B2 F2 L2
D2 B' D L' F2 B2 D
D2 B' D L' F2 B2 D'
D2 B' D L' F2 B2 D2
D2 B' D L' B2 F2 D
D2 B' D L' B2 F2 D'
D2 B' D L' B2 F2 D2
D2 B' D L2 F2 L B2
U2 B' U2 D' L' F2 B2
U2 B' U2 D' L' B2 F2
U2 B' U2 D' B2 L' F2
U B' U' D' L' F2 B2
U B' U' D' L' B2 F2
D2 B' D B L' F2 B
D2 B' D B L' B F2
U B' U' D' B2 L' F2
D2 B' D B2 L F2 L2
D2 B' D B2 L' F2 D
D2 B' D B2 L' F2 D'
D2 B' D B2 L' F2 D2
D2 B' D B2 L2 F2 L
D' B' D B' L' D' F2
R' B' D' L' R F' B2
D' B' D B' D' L' F2
R' B' D' L' R B2 F'
D2 B' D' L' D2 F2 B2
D2 B' D' L' D2 B2 F2
R' B' D' L' B2 R F'
R' B' D' R L' F' B2
R' B' D' R L' B2 F'
R' B' D' R B2 L' F'
D B' U2 F2 R B' U2
D B' U2 F2 B' R U2
U B' U2 L2 R2 U L
D B' U2 B' F2 R U2
U B' U2 R2 L2 U L
U2 B' D F2 R B2 U2
U2 B' D F2 B2 R U2
L' B' D' U' L' U F2
R' B' D' B2 L' R F'
R' B' D' B2 R L' F'
U2 B' D B2 F2 R U2
L' B' D' F2 U R U'
D' B' D' B' D L' F2
U2 B' D' L' F2 B2 R'
U2 B' D' L' B2 R' F2
U2 B' D' L' B2 F2 R'
U2 B' D' U2 L' F2 B2
U2 B' D' U2 L' B2 F2
U2 B' D' U2 B2 L' F2
D' B' D2 B' L2 F L
D B' D2 L2 F L B2
U B' D' U' L' F2 B2
U B' D' U' L' B2 F2
U B' D' U' B2 L' F2
U B' D2 L2 R2 U' L
U B' D2 R2 L2 U' L
D' B' F' D2 F' B' L
D' B' F' D2 B' L F'
D' B' F' D2 B' F' L
D2 B' F2 D F2 L' B2
D2 B' F2 D F2 B2 L'
D2 B' F2 D B2 F2 L'
D' B' F2 U2 R U2 B'
D' B2 L R F2 L2 R'
D' B2 L R F2 R' L2
D' B2 L R2 F2 L2 R2
D' B2 L R2 F2 R2 L2
L' B2 L D' L' F2 B2
L' B2 L D' L' B2 F2
L' B2 L D' B2 L' F2
D' B2 L F' L F' L
D' B2 L F' L2 D F'
D' B2 L F' L2 D' F'
D' B2 L F' L2 D2 F'
D' B2 L F' L2 F' D
D' B2 L F' L2 F' D'
D' B2 L F' L2 F' D2
D' B2 L F2 L D L
D' B2 L F2 L D' L
D' B2 L F2 L D2 L
D' B2 L F2 L' D L'
D' B2 L F2 L' D' L'
D' B2 L F2 L' D2 L'
D' B2 L F2 B' L2 B
D' B2 L F2 B2 L2 B2
D' B2 L B' L2 F2 B
D' B2 L B' L2 B F2
D' B2 L B' F2 L2 B
D' B2 L B2 L2 F2 B2
D' B2 L B2 L2 B2 F2
D2 B2 L' U L' R2 U'
D' B2 L B2 F2 L2 B2
D2 B2 L' U R2 L' U'
D' B2 L' R F R' F
D' B2 L' R F2 R' D
D' B2 L' R F2 R' D'
D' B2 L' R F2 R' D2
D' B2 L' R F2 D R'
D' B2 L' R F2 D' R'
D' B2 L' R F2 D2 R'
F2 B' D' L F2 L' B2
F2 B' D' L F2 B2 L'
F2 B' D' L B2 F2 L'
D' B2 L' R2 F R2 F
D' B2 L' R2 F2 R2 D
D' B2 L' R2 F2 R2 D'
D' B2 L' R2 F2 R2 D2
F2 B' D' L' F2 L' B2
F2 B' D' L' F2 B2 L'
D' B2 L' U L U' F2
D' B2 L' U L' U' F2
D' B2 L' U L2 U' F2
F2 B' D' L' B2 F2 L'
L' B2 L' R2 U L R2
D' B2 L' U D' L2 U'
L' B2 L' R2 U R2 L
F2 B' D' L2 F2 L' B2
F2 B' D' L2 F2 B2 L'
F2 B' D' L2 B2 F2 L'
D' B2 L' U' R U F2
D' B2 L' U' R' U F2
D' B2 L' U' R2 U F2
D' B2 L' U' D R2 U
D' B2 L' U2 D2 B2 U2
D' B2 L' U2 B U2 F2
D' B2 L' U2 B' U2 F2
D' B2 L' U2 B2 U2 F2
D' B2 L' D U' R2 U
D' B2 L' D F D' F2
D' B2 L' D F' D' F2
D' B2 L' D F2 D' F2
D' B2 L' D' U L2 U'
D' B2 L' D' F D F2
D' B2 L' D' F' D F2
D' B2 L' D' F2 D F2
D' B2 L' D2 U2 B2 U2
D' B2 L' D2 F D2 F2
D' B2 L' D2 F' D2 F2
D' B2 L' D2 F2 D2 F2
D' B2 L' F R F R'
D' B2 L' F R2 F R2
D' B2 L' F D F D
D' B2 L' F D F D'
D' B2 L' F D F D2
D' B2 L' F D' F D
D' B2 L' F D' F D'
D' B2 L' F D' F D2
D' B2 L' F D2 F D
D' B2 L' F D2 F D'
D' B2 L' F D2 F D2
D' B2 L' F' L' F' L
D' B2 L' F' L2 F' L2
D' B2 L' F' D F' D
D' B2 L' F' D F' D'
D' B2 L' F' D F' D2
D' B2 L' F' D' F' D
D' B2 L' F' D' F' D'
D' B2 L' F' D' F' D2
D' B2 L' F' D2 F' D
D' B2 L' F' D2 F' D'
D' B2 L' F' D2 F' D2
D' B2 L' F2 L D L'
D' B2 L' F2 L D' L'
D' B2 L' F2 L D2 L'
D' B2 L' F2 L' D L
D' B2 L' F2 L' D' L
D' B2 L' F2 L' D2 L
D' B2 L' F2 R D R'
D' B2 L' F2 R D' R'
D' B2 L' F2 R D2 R'
D' B2 L' F2 R' D R
D' B2 L' F2 R' D' R
D' B2 L' F2 R' D2 R
F2 B' D' F2 L B2 L2
F2 B' D' F2 L' B2 D
F2 B' D' F2 L' B2 D'
F2 B' D' F2 L' B2 D2
D' B2 L' F2 B D B'
D' B2 L' F2 B D' B'
D' B2 L' F2 B D2 B'
D' B2 L' F2 B' D B
D' B2 L' F2 B' D' B
D' B2 L' F2 B' D2 B
F2 B' D' F2 B L' B
F2 B' D' F2 B2 L' D
F2 B' D' F2 B2 L' D'
F2 B' D' F2 B2 L' D2
F2 B' D' F2 B2 D L'
F2 B' D' F2 B2 D' L'
F2 B' D' F2 B2 D2 L'
D' B2 L' B F2 D B'
D' B2 L' B F2 D' B'
D' B2 L' B F2 D2 B'
F2 B' D' B F2 L' B
D' B2 L' B' F2 D B
D' B2 L' B' F2 D' B
D' B2 L' B' F2 D2 B
D2 B2 L2 R2 U' L R2
D2 B2 L2 R2 U' R2 L
F2 B' D' B2 L F2 L'
F2 B' D' B2 L' F2 L'
F2 B' D' B2 L2 F2 L'
D' B2 L2 R F2 L R'
D' B2 L2 R F2 R' L
F2 B' D' B2 F2 L' D
F2 B' D' B2 F2 L' D'
F2 B' D' B2 F2 L' D2
F2 B' D' B2 F2 D L'
F2 B' D' B2 F2 D' L'
F2 B' D' B2 F2 D2 L'
D' B2 L2 R2 F2 L R2
D' B2 L2 R2 F2 R2 L
D' B2 L2 D L D' F2
D' B2 L2 D2 L D2 F2
D' B2 L2 F D F L
D' B2 L2 F D' F L
D' B2 L2 F D2 F L
D' B2 L2 F' L D F'
D' B2 L2 F' L D' F'
D' B2 L2 F' L D2 F'
D' B2 L2 F' L F' D
D' B2 L2 F' L F' D'
D' B2 L2 F' L F' D2
D' B2 L2 F' L' F' L2
D' B2 L2 F' D L F'
D' B2 L2 F' D F' L
D' B2 L2 F' D' L F'
D' B2 L2 F' D' F' L
D' B2 L2 F' D2 L F'
D' B2 L2 F' D2 F' L
D' B2 L2 F2 L2 D L'
D' B2 L2 F2 L2 D' L'
D' B2 L2 F2 L2 D2 L'
D' B2 L2 F2 D L D
D' B2 L2 F2 D L D'
D' B2 L2 F2 D L D2
D' B2 L2 F2 D' L D
D' B2 L2 F2 D' L D'
D' B2 L2 F2 D' L D2
D' B2 L2 F2 D2 L D
D' B2 L2 F2 D2 L D'
D' B2 L2 F2 D2 L D2
D B2 L' U2 F2 U2 F2
D' B2 R L F2 L2 R'
D' B2 R L F2 R' L2
D B2 L' D2 B2 D2 F2
D' B2 R L' F R' F
D' B2 R L' F2 R' D
D' B2 R L' F2 R' D'
D' B2 R L' F2 R' D2
D' B2 R L' F2 D R'
D' B2 R L' F2 D' R'
D' B2 R L' F2 D2 R'
D' B2 R L2 F2 L R'
D' B2 R L2 F2 R' L
F B' D' F' L' F' B2
F B' D' F' L' B2 F'
F B' D' F' B2 L' F'
L2 B2 L2 D' F2 B2 L
L2 B2 L2 D' B2 L F2
L2 B2 L2 D' B2 F2 L
D B2 L' B2 D2 F2 B2
D B2 L' B2 D2 B2 F2
F B' D' B2 F' L' F'
R2 B2 L2 U L R2 D
R2 B2 L2 U L R2 D'
R2 B2 L2 U L R2 D2
R2 B2 L2 U R2 L D
R2 B2 L2 U R2 L D'
R2 B2 L2 U R2 L D2
R2 B2 L2 U R2 D L
R2 B2 L2 U R2 D' L
R2 B2 L2 U R2 D2 L
D' B2 R F2 R' D2 L2
R2 B2 L2 F U L R2
R2 B2 L2 F U R2 L
R2 B2 L2 F' U L R2
R2 B2 L2 F' U R2 L
R2 B2 L2 F2 U L R2
R2 B2 L2 F2 U R2 L
D2 B2 R2 L2 U' L R2
D2 B2 R2 L2 U' R2 L
D' B2 R2 L F2 L2 R2
D' B2 R2 L F2 R2 L2
D' B2 R2 L' F R2 F
D' B2 R2 L' F2 R2 D
D' B2 R2 L' F2 R2 D'
D' B2 R2 L' F2 R2 D2
L' B2 R2 L' U L R2
L' B2 R2 L' U R2 L
D' B2 R2 L2 F2 L R2
D' B2 R2 L2 F2 R2 L
D B2 R F2 R U2 R2
U' B2 R2 B2 L2 U L
D2 B2 U L2 R2 U' L
L2 B2 R2 U' R U2 R
D' B2 U L U' L2 F2
D' B2 U L U' F2 L2
D' B2 U L2 U' L F2
D' B2 U L2 U' F2 L
D2 B2 U R2 L2 U' L
D B2 R' F2 L' R U2
D B2 R' F2 R L' U2
L2 B2 R2 F2 U L' R2
L2 B2 R2 F2 U R2 L'
D' B2 U D' L2 U' L
R2 B2 R2 D' L' F2 B2
R2 B2 R2 D' L' B2 F2
D' B2 U B U' L' F2
R2 B2 R2 D' B2 L' F2
D' B2 U B' U' L' F2
U2 B2 U L2 R2 U L
D' B2 U B2 U' L' F2
U2 B2 U R2 L2 U L
L' B2 U' L' R2 U D
L' B2 U' L' R2 U D'
L' B2 U' L' R2 U D2
L' B2 U' L' R2 D U
L' B2 U' L' R2 D' U
L' B2 U' L' R2 D2 U
L' B2 U' L' U D' F2
L' B2 U' L' D' U F2
D' B2 U' R U L' F2
D B2 R2 F2 R U2 R
D' B2 U' R' U L' F2
D' B2 U' R2 U L' F2
L' B2 U' R2 L' U D
L' B2 U' R2 L' U D'
L' B2 U' R2 L' U D2
L' B2 U' R2 L' D U
L' B2 U' R2 L' D' U
L' B2 U' R2 L' D2 U
D' B2 U' D R2 U L'
L' B2 U' R2 D L' U
L' B2 U' R2 D' L' U
L' B2 U' R2 D2 L' U
L' B2 U' D' L' U F2
R2 B2 U R2 D' L' B2
R2 B2 U R2 D' B2 L'
D' B2 U2 R U2 L' F2
D' B2 U2 R' U2 L' F2
D' B2 U2 R2 U2 L' F2
D' B2 U2 D2 B2 U2 L'
D' B2 U2 B U2 L' F2
D2 B2 D L F2 L2 B2
D2 B2 D L F2 B2 L2
D2 B2 D L B2 L2 F2
D2 B2 D L B2 F2 L2
D' B2 U2 B' U2 L' F2
D2 B2 D L' F2 B2 D
D2 B2 D L' F2 B2 D'
D2 B2 D L' F2 B2 D2
D2 B2 D L' B2 F2 D
D2 B2 D L' B2 F2 D'
D2 B2 D L' B2 F2 D2
D' B2 U2 B2 U2 L' F2
D2 B2 D L2 F2 L B2
D' B2 D L' U' R2 U
D' B2 D L' D' F2 D
D' B2 D L' D' F2 D'
D' B2 D L' D' F2 D2
D' B2 D L' F D' F2
D' B2 D L' F' D' F2
D' B2 D L' F2 D' F2
D' B2 D L2 D' L F2
D' B2 D L2 D' F2 L
U2 B2 U2 D' L' F2 B2
U2 B2 U2 D' L' B2 F2
U2 B2 U2 D' B2 L' F2
D' B2 D U' R2 U L'
U' B2 D' L' R2 F2 B2
U' B2 D' L' R2 B2 F2
D2 B2 D B L' F2 B
D2 B2 D B L' B F2
U' B2 D' L' F2 R2 B2
U' B2 D' L' F2 B2 R2
U' B2 D' L' B2 R2 F2
U' B2 D' L' B2 F2 R2
D B2 U2 L' D2 B2 R'
D2 B2 D B2 L F2 L2
U B2 U' D' L' F2 B2
U B2 U' D' L' B2 F2
D2 B2 D B2 L' F2 D
D2 B2 D B2 L' F2 D'
D2 B2 D B2 L' F2 D2
D2 B2 D B2 L2 F2 L
D' B2 D F2 D' F2 L'
U B2 U' D' B2 L' F2
U' B2 D' R2 L' F2 B2
U' B2 D' R2 L' B2 F2
D2 B2 D' L' D2 F2 B2
D2 B2 D' L' D2 B2 F2
U' B2 D' R2 B2 L' F2
D B2 U2 D2 L' B2 R'
D' B2 D' L' U L' U'
U' B2 D' F2 R2 B2 L
D B2 U2 F2 R U2 F2
D B2 U2 F2 U2 F2 L'
U B2 U2 L2 R2 U L
D' B2 D' U L2 U' L
U' B2 D' B2 L' R2 F2
U' B2 D' B2 L' F2 R2
U' B2 D' B2 R2 L' F2
U2 B2 D F2 R B2 U2
L' B2 D' U' L' U F2
U2 B2 D F2 B2 R U2
U B2 U2 R2 L2 U L
D' B2 D' F2 D F2 L'
U2 B2 D B2 F2 R U2
L' B2 D' F2 U R U'
U2 B2 D' L' F2 B2 R'
U2 B2 D' L' B2 R' F2
U2 B2 D' L' B2 F2 R'
D' B2 D2 L' U2 B2 U2
D' B2 D2 L' D2 F2 D
D' B2 D2 L' D2 F2 D'
D' B2 D2 L' D2 F2 D2
D' B2 D2 L' F D2 F2
D' B2 D2 L' F' D2 F2
D' B2 D2 L' F2 D2 F2
D' B2 D2 L2 D2 L F2
D' B2 D2 L2 D2 F2 L
U2 B2 D' U2 L' F2 B2
U2 B2 D' U2 L' B2 F2
U2 B2 D' U2 B2 L' F2
D' B2 D2 U2 B2 U2 L'
D' B2 D2 F2 D2 F2 L'
D' B2 F L F' L' F
B' F2 D' L F2 L' B2
B' F2 D' L F2 B2 L'
B' F2 D' L B2 F2 L'
B' F2 D' L' F2 L' B2
