L2 R' B' R' B
R' L2 B' R' B
B2 L2 R2 B R'
B' L2 R2 B R
R2 L2 B' R' B2
L2 R2 B' R' B2
F2 L2 F2 B' R'
F2 L2 B' R' F2
F2 L2 B' F2 R'
B' R2 L2 B R
L2 U2 F' L' U2
B2 R2 L2 B R'
B' R2 B L2 R
B' R2 B R L2
B2 R2 B L2 R'
B2 R2 B R' L2
F' U2 F L2 R
F' U2 F R L2
U2 F' L' U2 L'
R' B' L2 R' B
R' B' R' L2 B
R' B' R' B L2
R2 B' L2 R' B2
R2 B' R' L2 B2
R2 B' R' B2 L2
L2 B' R2 B R
L2 B2 R2 B R'
L2 B' R2 D' B R D'
L2 B' R2 D' B R D2
L2 B' R2 D' B D R
L2 B' R2 D' B D' R
L2 B' R2 D' B D2 R
L2 B' R2 D' B' R B2
L2 B' R2 D' B2 R B'
R2 B' R' B2 F L2 F'
F2 B' L F2 R' L B'
R2 B' R' B2 F2 L2 F2
L2 B' R2 D2 B R D
L2 B' R2 D2 B R D'
L2 B' R2 D2 B R D2
L2 B' R2 D2 B D R
L2 B' R2 D2 B D' R
L2 B' R2 D2 B D2 R
L2 B' R2 D2 B' R B2
L2 B' R2 D2 B2 R B'
R2 B' R2 L' B2 L' R
R2 B' R2 L' B2 R L'
R B' R B L2 R2 D
R B' R B L2 R2 D'
R B' R B L2 R2 D2
R2 B' R2 L2 B' R B'
R2 B' R2 L2 B2 R D
R2 B' R2 L2 B2 R D'
R2 B' R2 L2 B2 R D2
R B' R B R2 L2 D
R B' R B R2 L2 D'
R B' R B R2 L2 D2
R2 B' R2 L2 B2 D R
R2 B' R2 L2 B2 D' R
R2 B' R2 L2 B2 D2 R
R B' R B' L2 R2 B2
R B' R B' L2 B2 R2
F' B' L' U2 L' R' F'
R B' R B' R2 L2 B2
R B' R B' R2 B2 L2
F' B' L' U2 R' L' F'
L2 B' R2 B R2 D R'
L2 B' R2 B R2 D' R'
L2 B' R2 B R2 D2 R'
L2 B' R2 B D R D
L2 B' R2 B D R D'
L2 B' R2 B D R D2
L2 B' R2 B D' R D
L2 B' R2 B D' R D'
L2 B' R2 B D' R D2
R B' R B2 R2 B' L2
L2 B' R2 B D2 R D
L2 B' R2 B D2 R D'
L2 B' R2 B D2 R D2
L2 B' R2 B' R B2 D
L2 B' R2 B' R B2 D'
L2 B' R2 B' R B2 D2
L2 B' R2 B' R' B2 R2
L B' R' D2 B L B'
B F' L U2 L' F L2
L2 B' R2 B2 R D B'
L2 B' R2 B2 R D' B'
L2 B' R2 B2 R D2 B'
L2 B' R2 B2 R B' D
L2 B' R2 B2 R B' D'
L2 B' R2 B2 R B' D2
L2 B' R2 B2 R' B' R2
L2 B' R2 B2 D R B'
L2 B' R2 B2 D B' R
L2 B' R2 B2 D' R B'
L2 B' R2 B2 D' B' R
L2 B' R2 B2 D2 R B'
L2 B' R2 B2 D2 B' R
R B' R' L2 U2 F' U2
D B' R2 D' L2 B R
L B' R' B D2 L B'
D B' R2 D' B L2 R
D B' R2 D' B R L2
R B' R' U2 F' U2 L2
R2 B' R2 B L2 B R
L2 B' U R2 U' B R
L B' R2 L B L R
L B' R2 L B R L
R2 B' R2 B' R B' L2
L B' R2 L' B L R
L B' R2 L' B R L
U' B' U' F' L' U2 L'
R2 B' R2 B2 L2 R D
R2 B' R2 B2 L2 R D'
R2 B' R2 B2 L2 R D2
R2 B' R2 B2 L2 D R
R2 B' R2 B2 L2 D' R
R2 B' R2 B2 L2 D2 R
R2 B' R2 B2 R L2 D
R2 B' R2 B2 R L2 D'
R2 B' R2 B2 R L2 D2
L B' R2 L2 B L R
L B' R2 L2 B R L
D B' R2 B R D' L2
D B' R2 B D' L2 R
D B' R2 B D' R L2
R B' R' F2 L2 F2 B'
R B' R' F2 L2 B' F2
L B' R2 D B L R
L B' R2 D B R L
F2 B' L2 R F2 R2 B'
F2 B' L2 R F2 B' R2
F2 B' L2 R B' R2 F2
F2 B' L2 R B' F2 R2
L B' R2 D' B L R
L B' R2 D' B R L
F2 B' L2 R' F2 D B'
F2 B' L2 R' F2 D' B'
F2 B' L2 R' F2 D2 B'
F2 B' L2 R' F2 B' D
F2 B' L2 R' F2 B' D'
F2 B' L2 R' F2 B' D2
F2 B' L2 R' B' F2 D
F2 B' L2 R' B' F2 D'
F2 B' L2 R' B' F2 D2
L B' R2 D2 B L R
L B' R2 D2 B R L
F2 B' L2 R2 B' R F2
L B' R2 B L R D
L B' R2 B L R D'
L B' R2 B L R D2
L B' R2 B L D R
L B' R2 B L D' R
L B' R2 B L D2 R
L B' R2 B R L D
L B' R2 B R L D'
L B' R2 B R L D2
L B' R2 B R D L
L B' R2 B R D' L
L B' R2 B R D2 L
L B' R2 B D L R
L B' R2 B D R L
L B' R2 B D' L R
L B' R2 B D' R L
L B' R2 B D2 L R
L B' R2 B D2 R L
L B' R2 B2 R B' L
B' F' R U2 R2 F L2
F2 B' L2 F R' F B'
F2 B' L2 F R' B' F
B' F' R U2 F L2 R2
B' F' R U2 F R2 L2
R' B' U2 R' B L2 F
D2 B' U2 R2 U2 B R
B2 F' L2 B' L U2 L'
F2 B' L2 F2 R B' R2
F2 B' L2 F2 R' D B'
F2 B' L2 F2 R' D' B'
F2 B' L2 F2 R' D2 B'
F2 B' L2 F2 R' B' D
F2 B' L2 F2 R' B' D'
F2 B' L2 F2 R' B' D2
F2 B' L2 F2 R2 B' R
F2 B' L2 F2 D R' B'
F2 B' L2 F2 D' R' B'
F2 B' L2 F2 D2 R' B'
B' F' R F L2 R2 B
B' F' R F R2 L2 B
B' F' R F R2 B L2
D2 B' U2 F' R2 U2 R
F' B' R U2 R2 F L2
F' B' R U2 F L2 R2
F' B' R U2 F R2 L2
F2 B' R L2 F2 R2 B'
F2 B' R L2 F2 B' R2
F2 B' R L2 B' R2 F2
F2 B' R L2 B' F2 R2
F' B' R F L2 R2 B
L2 B' U2 L F' U2 R'
U B' U F' L' U2 L'
F' B' R F R2 L2 B
F' B' R F R2 B L2
L2 B' U2 L' F' U2 R'
L2 B' U2 L2 F' U2 R'
L' B' D L' R2 B R
L2 B' U2 D F' U2 R'
B F' L2 B' L' U2 L
F2 B' R F2 L2 R2 B
L2 B' U2 D' F' U2 R'
F2 B' R F2 R2 L2 B
F2 B' R F2 R2 B L2
L2 B' U2 D2 F' U2 R'
L2 B' U2 F' L U2 R'
L2 B' U2 F' L' U2 R'
L2 B' U2 F' L2 U2 R'
B' F' R' F' L2 F2 B'
B' F' R' F' L2 B' F2
L2 B' U2 F' U2 R' D
L2 B' U2 F' U2 R' D'
L2 B' U2 F' U2 R' D2
L2 B' U2 F' U2 D R'
L2 B' U2 F' U2 D' R'
L2 B' U2 F' U2 D2 R'
L2 B' U2 F' D U2 R'
L2 B' U2 F' D' U2 R'
L2 B' U2 F' D2 U2 R'
L' B' D R2 L' B R
F B' L2 D2 F' R' B2
L' B' D R2 B L' R
L' B' D R2 B R L'
F2 B' R' L F2 L B'
F B' L2 F' R2 B R
F2 B' R' L2 F2 D B'
F2 B' R' L2 F2 D' B'
F2 B' R' L2 F2 D2 B'
F2 B' R' L2 F2 B' D
F2 B' R' L2 F2 B' D'
F2 B' R' L2 F2 B' D2
F2 B' R' L2 B' F2 D
F2 B' R' L2 B' F2 D'
F2 B' R' L2 B' F2 D2
F' B' R' F' L2 F2 B'
F' B' R' F' L2 B' F2
B' F' R2 U2 R F L2
L2 B' D R2 D B R
L2 B' D R2 D' B R
L2 B' D R2 D2 B R
L2 B' D R2 B R D
L2 B' D R2 B R D'
L2 B' D R2 B R D2
L2 B' D R2 B D R
L2 B' D R2 B D' R
L2 B' D R2 B D2 R
L2 B' D R2 B' R B2
L2 B' D R2 B2 R B'
L' B' D' L' R2 B R
L2 B' D U2 F' U2 R'
F2 B' R' B L2 F2 B'
F2 B' R' B L2 B' F2
F2 B' R' B' L2 F2 B'
F2 B' R' B' L2 B' F2
F2 B' R' B2 L2 F2 B'
F2 B' R' B2 L2 B' F2
L' B' D' R2 L' B R
L' B' D' R2 B L' R
L' B' D' R2 B R L'
F' B' R2 U2 R F L2
R2 B' D R' D' L2 B2
R2 B' D R' D' B2 L2
L2 B' D B' R2 B R'
F2 B' R2 L2 B' R F2
L B' U2 F' U2 L' R'
L B' U2 F' U2 R' L'
D2 B' D2 L2 R2 B R
L2 B' D' R2 D B R
L2 B' D' R2 D' B R
L2 B' D' R2 D2 B R
L2 B' D' R2 B R D
L2 B' D' R2 B R D'
L2 B' D' R2 B R D2
L2 B' D' R2 B D R
L2 B' D' R2 B D' R
L2 B' D' R2 B D2 R
R' B' D2 R' B2 L B'
L2 B' D' R2 B' R B2
L2 B' D' R2 B2 R B'
D2 B' D2 R2 L2 B R
L' B' D2 L' R2 B R
D2 B' D2 R2 B L2 R
D2 B' D2 R2 B R L2
L2 B' D' U2 F' U2 R'
L' B' D2 R2 L' B R
L' B' D2 R2 B L' R
L' B' D2 R2 B R L'
L B' D R2 B L R
L B' D R2 B R L
D B' D' L2 R2 B R
L2 B' D' B' R2 B R'
F2 B' U L2 R' F2 B'
F2 B' U L2 R' B' F2
F2 B' U L2 F2 R' B'
F2 B' U R' L2 F2 B'
F2 B' U R' L2 B' F2
D B' D' R2 L2 B R
D B' D' R2 B L2 R
D B' D' R2 B R L2
R' B' F L2 F' R' B
L2 B' D2 R2 D B R
L2 B' D2 R2 D' B R
L2 B' D2 R2 D2 B R
L2 B' D2 R2 B R D
L2 B' D2 R2 B R D'
L2 B' D2 R2 B R D2
L2 B' D2 R2 B D R
L2 B' D2 R2 B D' R
L2 B' D2 R2 B D2 R
L2 B' D2 R2 B' R B2
L2 B' D2 R2 B2 R B'
L2 B' D2 U2 F' U2 R'
L B' D' R2 B L R
L B' D' R2 B R L
R2 B' D2 R' D2 B2 L
L2 B' D2 B' R2 B R'
F2 B' U' L2 R' F2 B'
F2 B' U' L2 R' B' F2
F2 B' U' L2 F2 R' B'
F2 B' U' R' L2 F2 B'
F2 B' U' R' L2 B' F2
R' B' F' R' F L2 B
R' B' F' R' F B L2
R' B' F' R' B F L2
B' F' U2 R F L2 R2
B' F' U2 R F R2 L2
D2 B' F' R2 U2 R F
B' F' U2 R' F L2 D
B' F' U2 R' F L2 D'
B' F' U2 R' F L2 D2
B' F' U2 R' F' L2 F2
B' F' U2 R' F2 L2 F'
B' F' U2 F L2 R' D
B' F' U2 F L2 R' D'
B' F' U2 F L2 R' D2
B' F' U2 F L2 D R'
B' F' U2 F L2 D' R'
B' F' U2 F L2 D2 R'
B' F' U2 F R' L2 D
B' F' U2 F R' L2 D'
B' F' U2 F R' L2 D2
B' F' U2 F' L2 R' F2
B' F' U2 F' L2 F2 R'
B' F' U2 F' R' L2 F2
B' F' U2 F' R' F2 L2
F' B' U2 R F L2 R2
F' B' U2 R F R2 L2
B' F' U2 F2 L2 F' R'
R2 B' F L2 F' R' B2
L' B' F' U2 R' F L'
F' B' U2 R' F L2 D
F' B' U2 R' F L2 D'
F' B' U2 R' F L2 D2
F' B' U2 R' F' L2 F2
F' B' U2 R' F2 L2 F'
L' B' F' U2 F L' R'
L' B' F' U2 F R' L'
L B' D2 R2 B L R
L2 B' F D2 F' R' B2
L B' D2 R2 B R L
U' B' F2 U L2 B' R'
R' B' F2 L2 R' F2 B
R' B' F2 L2 R' B F2
R' B' F2 L2 F2 R' B
F2 B' U2 L2 R' F2 B'
F2 B' U2 L2 R' B' F2
F2 B' U2 L2 F2 R' B'
U2 B' F' L' B U2 L'
R' B' F2 R' L2 F2 B
R' B' F2 R' L2 B F2
F' B' U2 F L2 R' D
F' B' U2 F L2 R' D'
F' B' U2 F L2 R' D2
F' B' U2 F L2 D R'
F' B' U2 F L2 D' R'
F' B' U2 F L2 D2 R'
R' B' F2 R' F2 L2 B
F' B' U2 F R' L2 D
F' B' U2 F R' L2 D'
F' B' U2 F R' L2 D2
R' B' F2 R' F2 B L2
R' B' F2 R' B L2 F2
R' B' F2 R' B F2 L2
F2 B' U2 R' L2 F2 B'
L2 B' F' R F R2 B
F2 B' U2 R' L2 B' F2
F' B' U2 F' L2 R' F2
F' B' U2 F' L2 F2 R'
F' B' U2 F' R' L2 F2
F' B' U2 F' R' F2 L2
F' B' U2 F2 L2 F' R'
R2 B' F' R' F L2 B2
R2 B' F' R' F B2 L2
R2 B' F' R' B2 F L2
L2 B' F2 R F2 R2 B
L' B2 L R2 B L2 R'
L' B2 L R2 B R' L2
B F' U2 F' L2 F2 R
R2 B' F2 L2 R' F2 B2
R2 B' F2 L2 R' B2 F2
R2 B' F2 L2 F2 R' B2
R2 B' F2 R' L2 F2 B2
R2 B' F2 R' L2 B2 F2
R2 B' F2 R' F2 L2 B2
R2 B' F2 R' F2 B2 L2
R2 B' F2 R' B2 L2 F2
R2 B' F2 R' B2 F2 L2
L2 B2 L R2 B L' R'
L2 B2 L R2 B R' L'
R' B2 L' R' B L' R'
R' B2 L' R' B R' L'
L' B2 L' R' B R' B
L' B2 L' R2 B R' D
L' B2 L' R2 B R' D'
L' B2 L' R2 B R' D2
L' B2 L' R2 B D R'
L' B2 L' R2 B D' R'
L' B2 L' R2 B D2 R'
B' F' D2 R2 U2 R F
R' B2 L' B L' R' B
R' B2 L' B R' L' B
R' B2 L' B R' B L'
U B' F2 U' L2 B' R'
L' B2 L' B R2 B R
R' B2 L2 R' B R' D
R' B2 L2 R' B R' D'
R' B2 L2 R' B R' D2
R' B2 L2 R' B D R'
R' B2 L2 R' B D' R'
R' B2 L2 R' B D2 R'
F' B' D2 R2 U2 R F
R B' F2 R' F2 L2 B'
B' F2 L R' F2 L B'
R' B2 L2 B R' D B
R' B2 L2 B R' D' B
R' B2 L2 B R' D2 B
R' B2 L2 B R' B D
R' B2 L2 B R' B D'
R' B2 L2 B R' B D2
L2 B2 L2 R2 B L2 R'
L2 B2 L2 R2 B R' L2
B' F2 L F2 L R' B'
B' F2 L F2 R' L B'
R B2 L' R B L' R'
R B2 L' R B R' L'
R' B2 R' L' B L' R'
R' B2 R' L' B R' L'
R' B2 R' L2 B R' D
R' B2 R' L2 B R' D'
R' B2 R' L2 B R' D2
R' B2 R' L2 B D R'
R' B2 R' L2 B D' R'
R' B2 R' L2 B D2 R'
L' B2 R' L' B R' B
F B' D2 F' R' B2 L
B F2 L U2 L F2 B'
B F2 L U2 L B' F2
B' F2 L2 R F2 R2 B'
B' F2 L2 R F2 B' R2
B' F2 L2 R B' R2 F2
B F2 L U2 F2 L B'
B' F2 L2 R B' F2 R2
B' F2 L2 R' F2 D B'
B' F2 L2 R' F2 D' B'
B' F2 L2 R' F2 D2 B'
B' F2 L2 R' F2 B' D
B' F2 L2 R' F2 B' D'
B' F2 L2 R' F2 B' D2
B' F2 L2 R' B' F2 D
B' F2 L2 R' B' F2 D'
B' F2 L2 R' B' F2 D2
B' F2 L2 R2 B' R F2
L2 B2 R B R B R2
R' B2 R' B L2 R' D
R' B2 R' B L2 R' D'
R' B2 R' B L2 R' D2
R' B2 R' B L2 D R'
R' B2 R' B L2 D' R'
R' B2 R' B L2 D2 R'
R' B2 R' B R' L2 D
R' B2 R' B R' L2 D'
R' B2 R' B R' L2 D2
D2 B2 R' B R' B L
R B2 L2 R B R' D
R B2 L2 R B R' D'
R B2 L2 R B R' D2
R B2 L2 R B D R'
R B2 L2 R B D' R'
R B2 L2 R B D2 R'
B' F2 L2 F R' F B'
B' F2 L2 F R' B' F
L' B2 R' B L' R' B
R B2 L2 R2 B R' B
L' B2 R' B R' L' B
L' B2 R' B R' B L'
B' F2 L2 F2 R B' R2
B' F2 L2 F2 R' D B'
B' F2 L2 F2 R' D' B'
B' F2 L2 F2 R' D2 B'
B' F2 L2 F2 R' B' D
B' F2 L2 F2 R' B' D'
B' F2 L2 F2 R' B' D2
B' F2 L2 F2 R2 B' R
B' F2 L2 F2 D R' B'
B' F2 L2 F2 D' R' B'
B' F2 L2 F2 D2 R' B'
L' B2 R2 L B L2 R'
L' B2 R2 L B R' L2
R2 B2 R B L2 R' B2
R2 B2 R B R' L2 B2
R2 B2 R B R' B2 L2
L' B2 R2 L' B R' D
L' B2 R2 L' B R' D'
L' B2 R2 L' B R' D2
L' B2 R2 L' B D R'
L' B2 R2 L' B D' R'
L' B2 R2 L' B D2 R'
B' F2 R L2 F2 R2 B'
B' F2 R L2 F2 B' R2
B' F2 R L2 B' R2 F2
B' F2 R L2 B' F2 R2
R B2 L2 B R B R2
F' B2 L2 B' L U2 L'
L2 B2 R' B R' D B
L2 B2 R' B R' D' B
L2 B2 R' B R' D2 B
L2 B2 R' B R' B D
L2 B2 R' B R' B D'
L2 B2 R' B R' B D2
B2 F2 L2 F2 B R' B2
B2 F2 L2 B R' F2 B2
B2 F2 L2 B R' B2 F2
B2 F2 L2 B F2 R' B2
L2 B2 R2 L B L' R'
L2 B2 R2 L B R' L'
F2 B2 L2 F2 B R' B2
R B2 R L' B L' R'
R B2 R L' B R' L'
F2 B2 L2 B R' F2 B2
F2 B2 L2 B R' B2 F2
L' B2 R2 B L' R' D
L' B2 R2 B L' R' D'
L' B2 R2 B L' R' D2
L' B2 R2 B L' D R'
L' B2 R2 B L' D' R'
L' B2 R2 B L' D2 R'
L' B2 R2 B R' L' D
L' B2 R2 B R' L' D'
L' B2 R2 B R' L' D2
L' B2 R2 B R' D L'
L' B2 R2 B R' D' L'
L' B2 R2 B R' D2 L'
R B2 R L2 B R' D
R B2 R L2 B R' D'
R B2 R L2 B R' D2
R B2 R L2 B D R'
R B2 R L2 B D' R'
L2 B2 R2 L2 B L2 R'
R B2 R L2 B D2 R'
L2 B2 R2 L2 B R' L2
F2 B2 L2 B F2 R' B2
L' B2 R2 B D L' R'
L' B2 R2 B D R' L'
L' B2 R2 B D' L' R'
L' B2 R2 B D' R' L'
L' B2 R2 B D2 L' R'
L' B2 R2 B D2 R' L'
B' F2 R F2 L2 R2 B
B F2 L2 R F2 R B'
B F2 L2 R F2 B' R
B' F2 R F2 R2 L2 B
B' F2 R F2 R2 B L2
B F2 L2 R B' F2 R
B F2 L2 R' F2 R B'
B F2 L2 R' F2 B' R
B F2 L2 R' B' F2 R
B F2 L2 R2 F2 R B'
B F2 L2 R2 F2 B' R
B F2 L2 R2 B' F2 R
R2 B2 R' B L2 R' B2
R2 B2 R' B R' L2 B2
R2 B2 R' B R' B2 L2
B' F2 R' L F2 L B'
B' F2 R' L2 F2 D B'
B' F2 R' L2 F2 D' B'
B' F2 R' L2 F2 D2 B'
B' F2 R' L2 F2 B' D
B' F2 R' L2 F2 B' D'
B' F2 R' L2 F2 B' D2
B' F2 R' L2 B' F2 D
B' F2 R' L2 B' F2 D'
B' F2 R' L2 B' F2 D2
L2 B2 R2 F' B R' F
L2 B2 R2 F2 B R' F2
R B2 R B L2 R' D
R B2 R B L2 R' D'
R B2 R B L2 R' D2
R B2 R B L2 D R'
R B2 R B L2 D' R'
R B2 R B L2 D2 R'
R B2 R B R' L2 D
R B2 R B R' L2 D'
R B2 R B R' L2 D2
L2 B2 R2 B R2 D R
L2 B2 R2 B R2 D' R
L2 B2 R2 B R2 D2 R
L2 B2 R2 B D R' D
L2 B2 R2 B D R' D'
L2 B2 R2 B D R' D2
L2 B2 R2 B D' R' D
L2 B2 R2 B D' R' D'
L2 B2 R2 B D' R' D2
L2 B2 R2 B D2 R' D
L2 B2 R2 B D2 R' D'
L2 B2 R2 B D2 R' D2
L2 B2 R2 B F' R' F
L2 B2 R2 B F2 R' F2
L2 B2 R2 B' R B2 R'
L2 B2 R2 B' R' B2 R'
L2 B2 R2 B' R2 B2 R'
B F2 L2 F2 R D B'
B F2 L2 F2 R D' B'
B F2 L2 F2 R D2 B'
B F2 L2 F2 R B' D
B F2 L2 F2 R B' D'
B F2 L2 F2 R B' D2
B F2 L2 F2 R' B' R2
B F2 L2 F2 D R B'
B F2 L2 F2 D B' R
B F2 L2 F2 D' R B'
B F2 L2 F2 D' B' R
B F2 L2 F2 D2 R B'
B F2 L2 F2 D2 B' R
B F2 L2 F2 B R B2
B F2 L2 F2 B' R D
B F2 L2 F2 B' R D'
B F2 L2 F2 B' R D2
B F2 L2 F2 B' D R
B F2 L2 F2 B' D' R
B F2 L2 F2 B' D2 R
L2 B2 R2 B2 R B' R'
L2 B2 R2 B2 R' B' R'
L2 B2 R2 B2 R2 B' R'
L2 B2 R2 B2 D B' R'
L2 B2 R2 B2 D' B' R'
L2 B2 R2 B2 D2 B' R'
B F2 L2 B F2 R B2
B F2 L2 B' R F2 R
B F2 L2 B' R' F2 R
B F2 L2 B' R2 F2 R
B F2 L2 B' F2 R D
B F2 L2 B' F2 R D'
B F2 L2 B' F2 R D2
B F2 L2 B' F2 D R
B F2 L2 B' F2 D' R
B F2 L2 B' F2 D2 R
B' F2 R' B L2 F2 B'
B' F2 R' B L2 B' F2
B F2 R L2 F2 R B'
B' F2 R' B' L2 F2 B'
B' F2 R' B' L2 B' F2
B F2 R L2 F2 B' R
B F2 R L2 B' F2 R
F B2 L2 D2 F' R B2
F B2 L2 D2 F' B2 R
L2 B2 U R2 U' B R'
F B2 L2 D2 B2 F' R
B' F2 R' B2 L2 F2 B'
B' F2 R' B2 L2 B' F2
R2 B2 R2 B L2 R' B2
R2 B2 R2 B R' L2 B2
R2 B2 R2 B R' B2 L2
U' B2 U' F' L' U2 L'
F B2 L2 F' R2 B R'
D B2 R2 B R' D' L2
B' F2 R2 L2 B' R F2
D B2 R2 B D' L2 R'
D B2 R2 B D' R' L2
R B2 R2 L2 B R' B
L B2 R2 B R' D2 L2
B F2 R' L2 F2 R B'
B F2 R' L2 F2 B' R
B F2 R' L2 B' F2 R
D2 B2 U2 R2 U2 B R'
B' F2 U L2 R' F2 B'
B' F2 U L2 R' B' F2
B' F2 U L2 F2 R' B'
B' F2 U R' L2 F2 B'
B' F2 U R' L2 B' F2
R B2 R2 B L2 R' B
R B2 R2 B R' L2 B
R B2 R2 B R' B L2
U B2 U F' L' U2 L'
B F2 R2 L2 F2 R B'
B F2 R2 L2 F2 B' R
B F2 R2 L2 B' F2 R
B' F2 U' L2 R' F2 B'
B' F2 U' L2 R' B' F2
L2 B2 U2 D2 F' U2 R
B' F2 U' L2 F2 R' B'
B' F2 U' R' L2 F2 B'
B' F2 U' R' L2 B' F2
B F2 U L2 F2 R B'
B F2 U L2 F2 B' R
B F2 U L2 B' F2 R
L2 B2 D R2 D' B R'
B' F2 U2 L2 R' F2 B'
B' F2 U2 L2 R' B' F2
B' F2 U2 L2 F2 R' B'
B' F2 U2 R' L2 F2 B'
B' F2 U2 R' L2 B' F2
B F2 U' L2 F2 R B'
B F2 U' L2 F2 B' R
B F2 U' L2 B' F2 R
B F2 U2 L2 F2 R B'
B F2 U2 L2 F2 B' R
B F2 U2 L2 B' F2 R
L2 B2 D2 R2 D2 B R'
L2 B2 D2 U2 F' U2 R
L2 B2 F D2 F' R B2
L2 B2 F D2 F' B2 R
L2 B2 F D2 B2 F' R
U' B2 F2 U L2 B' R'
U2 B2 F' L' B2 U2 L'
U B2 F2 U' L2 B' R'
