U2 F U2 F'
B L2 F B' L2
B2 L2 B' L2 F
B L2 B' F L2
U2 D F U2 F'
U2 D' F U2 F'
D U2 F U2 F'
D' U2 F U2 F'
U2 D2 F U2 F'
D2 U2 F U2 F'
B' U2 F B U2
B' U2 B F U2
B2 U2 F B2 U2
F' U2 F2 U2 F2
F2 U2 F' U2 F
B U2 F B' U2
B2 U2 B2 F U2
B U2 B' F U2
U2 F U2 D F'
U2 F U2 D' F'
U2 F U2 D2 F'
U2 F U2 F' D
U2 F U2 F' D'
U2 F U2 F' D2
U2 F D U2 F'
U2 F D' U2 F'
U2 F D2 U2 F'
U2 F B U2 F'
U2 F B' U2 F'
U2 F B2 U2 F'
L2 B L2 F B2
L2 B L2 B2 F
F' D2 B2 D2 F2
U2 B F U2 F'
U2 B' F U2 F'
B2 F' D2 F2 B2
B2 F' D2 B2 F2
B2 U2 F' B2 U2 D2 B2
B2 U2 F' B2 D2 U2 B2
F2 U2 F' B U2 D F
F2 U2 F' B U2 D' F
F2 U2 F' B U2 D2 F
F2 U2 F' B U2 F D
F2 U2 F' B U2 F D'
F2 U2 F' B U2 F D2
F2 U2 F' B D U2 F
F2 U2 F' B D' U2 F
F2 U2 F' B D2 U2 F
F2 U2 F' B' U2 D F
F2 U2 F' B' U2 D' F
F2 U2 F' B' U2 D2 F
F2 U2 F' B' U2 F D
F2 U2 F' B' U2 F D'
F2 U2 F' B' U2 F D2
F2 U2 F' B' D U2 F
F2 U2 F' B' D' U2 F
F2 U2 F' B' D2 U2 F
D' F R' L U2 L' R
D' F R' L U2 R L'
R F L2 R U2 L2 R2
R F L2 R U2 R2 L2
F2 U2 F' B2 U2 D F
F2 U2 F' B2 U2 D' F
F2 U2 F' B2 U2 D2 F
F2 U2 F' B2 U2 F D
F2 U2 F' B2 U2 F D'
F2 U2 F' B2 U2 F D2
F2 U2 F' B2 D U2 F
F2 U2 F' B2 D' U2 F
F2 U2 F' B2 D2 U2 F
F U2 F B U2 F' B'
F U2 F B U2 B' F'
D2 F R' L U2 L' R
D' F R' L' U2 L R
D2 F R' L U2 R L'
D' F R' L' U2 R L
F' U2 F2 R' U2 F2 L'
L2 F R U2 R' B' L2
R2 F R L U2 L' R
R2 F R L U2 R L'
F U2 F B' U2 F' B
F U2 F B' U2 B F'
D' F R' L2 U2 L2 R
D2 F R' L' U2 L R
D' F R' L2 U2 R L2
D2 F R' L' U2 R L
U2 F R D R' U2 F'
R F L2 R2 U2 L2 R
R F L2 R2 U2 R L2
R2 F R L' U2 L R
R2 F R L' U2 R L
F U2 F B2 U2 F' B2
F U2 F B2 U2 B2 F'
D2 F R' L2 U2 L2 R
D2 F R' L2 U2 R L2
R2 F R L2 U2 L2 R
R2 F R L2 U2 R L2
U2 F R D' R' U2 F'
F' U2 F2 U R U F2
F' U2 F2 U R' U F2
F' U2 F2 U R2 U F2
F' U2 F2 U D R2 U
B' U2 F2 D F' B U2
B' U2 F2 D B F' U2
F' U2 F2 U' L U' F2
U2 F R D2 R' U2 F'
F' U2 F2 U' L' U' F2
F' U2 F2 U' L2 U' F2
B' U2 F2 D' F' B U2
F' U2 F2 U' D' L2 U'
B' U2 F2 D' B F' U2
D F R L U2 L' R'
D F R L U2 R' L'
R F L2 U2 L2 R' D
R F L2 U2 L2 R' D'
R F L2 U2 L2 R' D2
R F L2 U2 L2 D R'
R F L2 U2 L2 D' R'
R F L2 U2 L2 D2 R'
R F L2 U2 R' L2 D
R F L2 U2 R' L2 D'
R F L2 U2 R' L2 D2
F' U2 F2 U2 L' F2 L
F' U2 F2 U2 L2 F2 L2
F' U2 F2 U2 R F2 R'
F' U2 F2 U2 R2 F2 R2
B' U2 F2 D2 F' B U2
B' U2 F2 D2 B F' U2
F' U2 F2 U2 F D F
F' U2 F2 U2 F D' F
F' U2 F2 U2 F D2 F
D F R L' U2 L R'
D F R L' U2 R' L
F' U2 F2 U2 F' D F'
F' U2 F2 U2 F' D' F'
F' U2 F2 U2 F' D2 F'
B' U2 F2 B D F' U2
B' U2 F2 B D' F' U2
F' U2 F2 D U R2 U
B' U2 F2 B D2 F' U2
D F R L2 U2 L2 R'
D F R L2 U2 R' L2
F' U2 F2 D' U' L2 U'
L' F R' U2 L R B
L' F R' U2 R L B
R F L2 D2 R2 U2 R
F' U2 F2 D2 B2 U2 D
F' U2 F2 D2 B2 U2 D'
F' U2 F2 D2 B2 U2 D2
F' U2 F2 D2 B2 D U2
F' U2 F2 D2 B2 D' U2
F' U2 F2 D2 B2 D2 U2
B U2 F' D2 B' U2 B'
F' U2 F2 B U2 F2 D
F' U2 F2 B U2 F2 D'
F' U2 F2 B U2 F2 D2
F' U2 F2 B D2 B2 U2
B2 U2 F2 D2 F' U2 F'
U2 F R B2 U2 L F
F' U2 F2 B' U2 F2 D
F' U2 F2 B' U2 F2 D'
F' U2 F2 B' U2 F2 D2
F' U2 F2 B' D2 B2 U2
B U2 F' B' U2 D2 B2
B U2 F' B' D2 U2 B2
F' U2 F2 B2 U2 F2 D
F' U2 F2 B2 U2 F2 D'
F' U2 F2 B2 U2 F2 D2
F' U2 F2 B2 D2 B2 U2
B' U2 B R F R' U2
F2 U2 F2 D2 F B2 U2
F2 U2 F2 D2 B2 F U2
B2 U2 F2 B2 D F' U2
B2 U2 F2 B2 D' F' U2
B2 U2 F2 B2 D2 F' U2
B' U2 B R2 F R2 U2
B' U2 B U L2 U B'
D' F R2 L U2 L' R2
D' F R2 L U2 R2 L'
R F R L U2 L' R2
R F R L U2 R2 L'
F U2 F' B U2 F B'
F U2 F' B U2 B' F
D2 F R2 L U2 L' R2
D2 F R2 L U2 R2 L'
D' F R2 L' U2 L R2
D' F R2 L' U2 R2 L
L2 F R' U2 R B' L2
R F R L' U2 L R2
R F R L' U2 R2 L
R2 F R' L U2 L' R'
R2 F R' L U2 R' L'
D2 F R2 L' U2 L R2
F U2 F' B' U2 F B
F U2 F' B' U2 B F
D2 F R2 L' U2 R2 L
B' U2 B U2 L2 B' L2
D' F R2 L2 U2 L2 R2
D' F R2 L2 U2 R2 L2
L2 F R' U2 B' L2 R
L2 F R' U2 B' R L2
R F R L2 U2 L2 R2
R F R L2 U2 R2 L2
R2 F R' L' U2 L R'
R2 F R' L' U2 R' L
D2 F R2 L2 U2 L2 R2
D2 F R2 L2 U2 R2 L2
F U2 F' B2 U2 F B2
F U2 F' B2 U2 B2 F
R2 F R' L2 U2 L2 R'
R2 F R' L2 U2 R' L2
B' U2 B D F U2 D
B' U2 B D F U2 D'
B' U2 B D F U2 D2
B' U2 B D F D U2
B' U2 B D F D' U2
B' U2 B D F D2 U2
B' U2 B D' F U2 D
B' U2 B D' F U2 D'
B' U2 B D' F U2 D2
B' U2 B D' F D U2
B' U2 B D' F D' U2
B' U2 B D' F D2 U2
D' F R2 U2 R2 D2 L2
D F R' L U2 L' R
D F R' L U2 R L'
B' U2 B D2 F U2 D
B' U2 B D2 F U2 D'
B' U2 B D2 F U2 D2
B' U2 B D2 F D U2
B' U2 B D2 F D' U2
B' U2 B D2 F D2 U2
R F R U2 R2 D2 L2
D2 F R2 U2 R2 D2 L2
D F R' L' U2 L R
D F R' L' U2 R L
D F R' L2 U2 L2 R
D F R' L2 U2 R L2
B' U2 B F' U2 D2 B2
B U2 F2 D F' B' U2
B' U2 B F' D2 U2 B2
B U2 F2 D B' F' U2
D' F R2 D2 L2 U2 L2
B' U2 B F2 D F' U2
B' U2 B F2 D' F' U2
B' U2 B F2 D2 F' U2
B2 U2 B D F B U2
B U2 F2 D' F' B' U2
U2 F R' B R U2 F'
R F R D2 L2 U2 L2
B2 U2 B D B F U2
B U2 F2 D' B' F' U2
D2 F R2 D2 L2 U2 L2
B U2 F2 D2 F' B' U2
B2 U2 B D' F B U2
U2 F R' B' R U2 F'
B U2 F2 D2 B' F' U2
B2 U2 B D' B F U2
B2 U2 B D2 F B U2
U2 F R' B2 R U2 F'
F2 U2 B D F' U2 F
B2 U2 B D2 B F U2
B U2 F2 B' D F' U2
B U2 F2 B' D' F' U2
B U2 F2 B' D2 F' U2
B2 U2 B F D B U2
B2 U2 B F D' B U2
F' U2 B F2 U2 F2 D
F' U2 B F2 U2 F2 D'
F' U2 B F2 U2 F2 D2
B2 U2 B F D2 B U2
F2 U2 B D' F' U2 F
F' U2 B F2 D2 B2 U2
F U2 F2 U2 F2 D2 B2
F2 U2 B D2 F' U2 F
F2 U2 B F' U2 D F
F2 U2 B F' U2 D' F
F2 U2 B F' U2 D2 F
F2 U2 B F' U2 F D
F2 U2 B F' U2 F D'
F2 U2 B F' U2 F D2
F2 U2 B F' D U2 F
F2 U2 B F' D' U2 F
F2 U2 B F' D2 U2 F
F U2 F2 D2 B2 U2 B2
F U2 F2 B U2 F2 B'
F U2 F2 B U2 B' F2
L2 F R2 U2 R2 B' L2
F U2 F2 B' U2 F2 B
F U2 F2 B' U2 B F2
L2 F R2 U2 B' L2 R2
L2 F R2 U2 B' R2 L2
F U2 F2 B2 U2 F2 B2
F U2 F2 B2 U2 B2 F2
U2 F R2 D2 B U2 L2
B' U2 B' D2 F U2 F
D F R2 L U2 L' R2
D F R2 L U2 R2 L'
D F R2 L' U2 L R2
D F R2 L' U2 R2 L
B' U2 B' F U2 D2 F2
B' U2 B' F D2 U2 F2
D F R2 L2 U2 L2 R2
D F R2 L2 U2 R2 L2
B2 U2 B' D F B' U2
U2 F R2 B R2 U2 D
U2 F R2 B R2 U2 D'
U2 F R2 B R2 U2 D2
U2 F R2 B R2 D U2
U2 F R2 B R2 D' U2
U2 F R2 B R2 D2 U2
B2 U2 B' D B' F U2
U2 F R2 B U2 D2 L2
U2 F R2 B D2 U2 L2
B2 U2 B' D' F B' U2
B U2 B D2 F U2 F
U2 F R2 B' R2 B2 U2
B2 U2 B' D' B' F U2
L2 F R2 B' L2 R2 F'
L2 F R2 B' R2 L2 F'
L2 F R2 B' R2 F' L2
D F R2 U2 R2 D2 L2
B2 U2 B' D2 F B' U2
B U2 B F U2 D2 F2
F2 U2 B' D F' U2 F
B U2 B F D2 U2 F2
B2 U2 B' D2 B' F U2
U2 F R2 B2 R2 B' U2
B2 U2 B' F D B' U2
F' U2 B' F2 U2 F2 D
F' U2 B' F2 U2 F2 D'
F' U2 B' F2 U2 F2 D2
B2 U2 B' F D' B' U2
B2 U2 B' F D2 B' U2
F2 U2 B' D' F' U2 F
F' U2 B' F2 D2 B2 U2
F2 U2 B' D2 F' U2 F
D F R2 D2 L2 U2 L2
F2 U2 B' F' U2 D F
F2 U2 B' F' U2 D' F
F2 U2 B' F' U2 D2 F
F2 U2 B' F' U2 F D
F2 U2 B' F' U2 F D'
F2 U2 B' F' U2 F D2
F2 U2 B' F' D U2 F
F2 U2 B' F' D' U2 F
F2 U2 B' F' D2 U2 F
R F R2 L U2 L' R
R F R2 L U2 R L'
B U2 B' R F R' U2
F U2 B F U2 F' B'
F U2 B F U2 B' F'
R F R2 L' U2 L R
R F R2 L' U2 R L
U2 F U R2 U' B U2
F U2 B F' U2 F B'
F U2 B F' U2 B' F
B2 U2 B2 R F R' U2
R F R2 L2 U2 L2 R
R F R2 L2 U2 R L2
F U2 B F2 U2 F2 B'
F U2 B F2 U2 B' F2
B' U2 B2 D F B' U2
B U2 B' R2 F R2 U2
B' U2 B2 D B' F U2
B U2 B' U L2 U B'
B' U2 B2 D' F B' U2
B2 U2 B2 R2 F R2 U2
B' U2 B2 D' B' F U2
B2 U2 B2 U L2 U B'
B' U2 B2 D2 F B' U2
B' U2 B2 D2 B' F U2
B U2 B' U2 L2 B' L2
B' U2 B2 F D B' U2
B' U2 B2 F D' B' U2
B' U2 B2 F D2 B' U2
B2 U2 B2 U2 L2 B' L2
B U2 B' D F U2 D
B U2 B' D F U2 D'
B U2 B' D F U2 D2
B U2 B' D F D U2
B U2 B' D F D' U2
B U2 B' D F D2 U2
B2 U2 B2 D F U2 D
B2 U2 B2 D F U2 D'
B2 U2 B2 D F U2 D2
B2 U2 B2 D F D U2
B2 U2 B2 D F D' U2
B2 U2 B2 D F D2 U2
B U2 B' D' F U2 D
B U2 B' D' F U2 D'
B U2 B' D' F U2 D2
B U2 B' D' F D U2
B U2 B' D' F D' U2
B U2 B' D' F D2 U2
B2 U2 B2 D' F U2 D
B2 U2 B2 D' F U2 D'
B2 U2 B2 D' F U2 D2
B2 U2 B2 D' F D U2
B2 U2 B2 D' F D' U2
B2 U2 B2 D' F D2 U2
B U2 B' D2 F U2 D
B U2 B' D2 F U2 D'
B U2 B' D2 F U2 D2
B U2 B' D2 F D U2
B U2 B' D2 F D' U2
B U2 B' D2 F D2 U2
B2 U2 B2 D2 F U2 D
B2 U2 B2 D2 F U2 D'
B2 U2 B2 D2 F U2 D2
B2 U2 B2 D2 F D U2
B2 U2 B2 D2 F D' U2
B2 U2 B2 D2 F D2 U2
F2 U2 B2 D F' U2 F
B U2 B' F' U2 D2 B2
F' U2 B2 F2 U2 F2 D
F' U2 B2 F2 U2 F2 D'
F' U2 B2 F2 U2 F2 D2
B U2 B' F' D2 U2 B2
F2 U2 B2 D' F' U2 F
F' U2 B2 F2 D2 B2 U2
U2 F U' L U' D F'
U2 F U' L U' D' F'
U2 F U' L U' D2 F'
U2 F U' L U' F' D
U2 F U' L U' F' D'
U2 F U' L U' F' D2
U2 F U' L D U' F'
U2 F U' L D' U' F'
U2 F U' L D2 U' F'
B U2 B' F2 D F' U2
B U2 B' F2 D' F' U2
B2 U2 B2 F' U2 D2 B2
B U2 B' F2 D2 F' U2
B2 U2 B2 F' D2 U2 B2
F2 U2 B2 D2 F' U2 F
U2 F U' L' U' D F'
U2 F U' L' U' D' F'
U2 F U' L' U' D2 F'
U2 F U' L' U' F' D
U2 F U' L' U' F' D'
U2 F U' L' U' F' D2
U2 F U' L' D U' F'
U2 F U' L' D' U' F'
U2 F U' L' D2 U' F'
B2 U2 B2 F2 D F' U2
B2 U2 B2 F2 D' F' U2
B2 U2 B2 F2 D2 F' U2
U2 F U' L2 U' D F'
U2 F U' L2 U' D' F'
U2 F U' L2 U' D2 F'
U2 F U' L2 U' F' D
U2 F U' L2 U' F' D'
U2 F U' L2 U' F' D2
U2 F U' L2 D U' F'
U2 F U' L2 D' U' F'
U2 F U' L2 D2 U' F'
F2 U2 B2 F' U2 D F
F2 U2 B2 F' U2 D' F
F2 U2 B2 F' U2 D2 F
F2 U2 B2 F' U2 F D
F2 U2 B2 F' U2 F D'
F2 U2 B2 F' U2 F D2
F2 U2 B2 F' D U2 F
F2 U2 B2 F' D' U2 F
F2 U2 B2 F' D2 U2 F
F U2 B' F U2 F' B
F U2 B' F U2 B F'
F U2 B' F' U2 F B
F U2 B' F' U2 B F
U2 F U' D L U' F'
U2 F U' D L' U' F'
F U2 B' F2 U2 F2 B
F U2 B' F2 U2 B F2
U2 F U' D L2 U' F'
U2 F U' D' L U' F'
U2 F U' D' L' U' F'
U2 F U' D' L2 U' F'
U2 F U' D2 L U' F'
U2 F U' D2 L' U' F'
U2 F U' D2 L2 U' F'
B U2 B2 D F B U2
B U2 B2 D B F U2
B U2 B2 D' F B U2
B U2 B2 D' B F U2
B U2 B2 D2 F B U2
B U2 B2 D2 B F U2
B U2 B2 F D B U2
B U2 B2 F D' B U2
B U2 B2 F D2 B U2
U2 F U2 L D L' F'
U2 F U2 L D' L' F'
U2 F U2 L D2 L' F'
F U2 B2 U2 B2 D2 F2
U2 F U2 L' D L F'
U2 F U2 L' D F' L
U2 F U2 L' D' L F'
U2 F U2 L' D' F' L
U2 F U2 L' D2 L F'
U2 F U2 L' D2 F' L
U2 F U2 L' F L F2
U2 F U2 L' F' L D
U2 F U2 L' F' L D'
U2 F U2 L' F' L D2
U2 F U2 L' F' D L
U2 F U2 L' F' D' L
U2 F U2 L' F' D2 L
U2 F U2 L2 F L2 F2
U2 F U2 L2 F' L2 D
U2 F U2 L2 F' L2 D'
U2 F U2 L2 F' L2 D2
U2 F U2 R D R' F'
U2 F U2 R D' R' F'
U2 F U2 R D2 R' F'
U2 F U2 R F R' F'
U2 F U2 R F' R' F'
U2 F U2 R F2 R' F'
F U2 B2 D2 F2 U2 F2
F U2 B2 F U2 F' B2
F U2 B2 F U2 B2 F'
R2 F U2 L R2 D2 L2
F U2 B2 F' U2 F B2
F U2 B2 F' U2 B2 F
U2 F U2 R2 F R2 F'
U2 F U2 R2 F' R2 F'
U2 F U2 R2 F2 R2 F'
U2 F U2 D L' F' L
U2 F U2 D L2 F' L2
F U2 B2 F2 U2 F2 B2
F U2 B2 F2 U2 B2 F2
R2 F U2 L' R2 D2 L2
U2 F U2 D F2 D F
U2 F U2 D F2 D' F
U2 F U2 D F2 D2 F
F D L R U2 L' R'
F D L R U2 R' L'
U2 F U2 D' L' F' L
U2 F U2 D' L2 F' L2
R2 F U2 L2 R2 D2 L2
U2 F U2 D' F2 D F
U2 F U2 D' F2 D' F
U2 F U2 D' F2 D2 F
F D L R' U2 L' R
F D L R' U2 R L'
U2 F U2 D2 L' F' L
U2 F U2 D2 L2 F' L2
U2 F U2 D2 F2 D F
U2 F U2 D2 F2 D' F
U2 F U2 D2 F2 D2 F
F D L R2 U2 L' R2
F D L R2 U2 R2 L'
U2 F U2 F L' F2 L
U2 F U2 F L2 F2 L2
U2 F U2 F R F2 R'
U2 F U2 F R2 F2 R2
U2 F U2 F' L D L'
U2 F U2 F' L D' L'
U2 F U2 F' L D2 L'
U2 F U2 F' L' D L
U2 F U2 F' L' D' L
U2 F U2 F' L' D2 L
U2 F U2 F' R D R'
U2 F U2 F' R D' R'
U2 F U2 F' R D2 R'
U2 F U2 F' R' D R
U2 F U2 F' R' D' R
U2 F U2 F' R' D2 R
R2 F U2 R2 L D2 L2
U2 F U2 F' B D B'
R2 F U2 R2 L' D2 L2
U2 F U2 F' B D' B'
U2 F U2 F' B D2 B'
U2 F U2 F' B' D B
R2 F U2 R2 L2 D2 L2
U2 F U2 F' B' D' B
U2 F U2 F' B' D2 B
R2 F U2 R2 U2 R2 U2
U2 F U2 F2 R F R'
R2 F U2 R2 D2 L2 D
R2 F U2 R2 D2 L2 D'
R2 F U2 R2 D2 L2 D2
U2 F U2 F2 R2 F R2
U2 F U2 F2 D F D
U2 F U2 F2 D F D'
U2 F U2 F2 D F D2
U2 F U2 F2 D' F D
U2 F U2 F2 D' F D'
U2 F U2 F2 D' F D2
U2 F U2 F2 D2 F D
U2 F U2 F2 D2 F D'
U2 F U2 F2 D2 F D2
U2 F U2 B D F' B'
U2 F U2 B D B' F'
U2 F U2 B D' F' B'
U2 F U2 B D' B' F'
U2 F U2 B D2 F' B'
U2 F U2 B D2 B' F'
U2 F U2 B F' D B'
U2 F U2 B F' D' B'
U2 F U2 B F' D2 B'
L2 F U2 B' L2 D2 R2
U2 F U2 B' D F' B
U2 F U2 B' D B F'
U2 F U2 B' D' F' B
U2 F U2 B' D' B F'
U2 F U2 B' D2 F' B
U2 F U2 B' D2 B F'
U2 F U2 B' F' D B
U2 F U2 B' F' D' B
U2 F U2 B' F' D2 B
U2 F D R2 B R2 U2
F D L' R U2 L R'
F D L' R U2 R' L
U2 F D U' L U' F'
U2 F D U' L' U' F'
U2 F D U' L2 U' F'
F D L' R' U2 L R
F D L' R' U2 R L
U2 F D U2 L' F' L
U2 F D U2 L2 F' L2
U2 F D U2 F2 D F
U2 F D U2 F2 D' F
U2 F D U2 F2 D2 F
F D L' R2 U2 L R2
F D L' R2 U2 R2 L
R F U2 R' U2 R U2
B' D L2 B' L2 D2 F2
R F U2 R' F2 L' F2
B' D L2 B2 L2 F B
B' D L2 B2 L2 B F
R F U2 R2 D2 L2 R
R F U2 R2 D2 R L2
U2 F D B U2 D F'
U2 F D B U2 D' F'
U2 F D B U2 D2 F'
U2 F D B U2 F' D
U2 F D B U2 F' D'
U2 F D B U2 F' D2
U2 F D B D U2 F'
U2 F D B D' U2 F'
U2 F D B D2 U2 F'
U2 F D B' U2 D F'
U2 F D B' U2 D' F'
U2 F D B' U2 D2 F'
U2 F D B' U2 F' D
U2 F D B' U2 F' D'
U2 F D B' U2 F' D2
U2 F D B' D U2 F'
U2 F D B' D' U2 F'
U2 F D B' D2 U2 F'
U2 F D B2 U2 D F'
U2 F D B2 U2 D' F'
U2 F D B2 U2 D2 F'
U2 F D B2 U2 F' D
U2 F D B2 U2 F' D'
U2 F D B2 U2 F' D2
U2 F D B2 D U2 F'
U2 F D B2 D' U2 F'
U2 F D B2 D2 U2 F'
B2 D L2 B' L2 D F2
R F U2 F2 R' F2 L'
R F D L U2 L' R'
R F D L U2 R' L'
U2 F D' R2 B R2 U2
R F D L' U2 L R'
R F D L' U2 R' L
F D L2 R U2 L2 R'
F D L2 R U2 R' L2
U2 F D' U' L U' F'
U2 F D' U' L' U' F'
U2 F D' U' L2 U' F'
R F D L2 U2 L2 R'
R F D L2 U2 R' L2
F D L2 R' U2 L2 R
F D L2 R' U2 R L2
U2 F D' U2 L' F' L
U2 F D' U2 L2 F' L2
U2 F D' U2 F2 D F
U2 F D' U2 F2 D' F
U2 F D' U2 F2 D2 F
F D L2 R2 U2 L2 R2
F D L2 R2 U2 R2 L2
B D L2 F B L2 B2
B D L2 F B' L2 D
B D L2 F B' L2 D'
B D L2 F B' L2 D2
B D L2 F B2 L2 B
B D L2 F' B' L2 F2
F D L2 U2 L2 D2 R2
U2 F D' B U2 D F'
U2 F D' B U2 D' F'
U2 F D' B U2 D2 F'
U2 F D' B U2 F' D
U2 F D' B U2 F' D'
U2 F D' B U2 F' D2
U2 F D' B D U2 F'
B D L2 F2 B' L2 F'
U2 F D' B D' U2 F'
U2 F D' B D2 U2 F'
U2 F D' B' U2 D F'
U2 F D' B' U2 D' F'
U2 F D' B' U2 D2 F'
U2 F D' B' U2 F' D
U2 F D' B' U2 F' D'
U2 F D' B' U2 F' D2
B D L2 B F L2 B2
U2 F D' B' D U2 F'
U2 F D' B' D' U2 F'
U2 F D' B' D2 U2 F'
U2 F D' B2 U2 D F'
U2 F D' B2 U2 D' F'
U2 F D' B2 U2 D2 F'
B D L2 B' F L2 D
B D L2 B' F L2 D'
B D L2 B' F L2 D2
U2 F D' B2 U2 F' D
U2 F D' B2 U2 F' D'
U2 F D' B2 U2 F' D2
B D L2 B' F' L2 F2
U2 F D' B2 D U2 F'
B D L2 B' F2 L2 F'
U2 F D' B2 D' U2 F'
U2 F D' B2 D2 U2 F'
F D L2 D2 R2 U2 R2
B D L2 B2 F L2 B
R F D' L U2 L' R'
R F D' L U2 R' L'
L2 F D2 R2 U2 R2 B'
L2 F D2 R2 U2 B' R2
U2 F D2 R2 B R2 U2
R F D' L' U2 L R'
R F D' L' U2 R' L
F D R L U2 L' R'
F D R L U2 R' L'
U2 F D2 U' L U' F'
U2 F D2 U' L' U' F'
U2 F D2 U' L2 U' F'
R2 F D2 L2 R U2 L2
R F D' L2 U2 L2 R'
R F D' L2 U2 R' L2
R2 F D2 L2 R' U2 L2
R2 F D2 L2 R2 U2 L2
R2 F D2 L2 U2 L2 D
R2 F D2 L2 U2 L2 D'
R2 F D2 L2 U2 L2 D2
R2 F D2 L2 D2 R2 U2
F D R L' U2 L R'
F D R L' U2 R' L
U2 F D2 U2 L' F' L
U2 F D2 U2 L2 F' L2
R2 F D2 R L2 U2 L2
U2 F D2 U2 F2 D F
U2 F D2 U2 F2 D' F
U2 F D2 U2 F2 D2 F
F D R L2 U2 L2 R'
F D R L2 U2 R' L2
R2 F D2 R' L2 U2 L2
R2 F D2 R2 L2 U2 L2
U2 F D2 B U2 D F'
U2 F D2 B U2 D' F'
U2 F D2 B U2 D2 F'
U2 F D2 B U2 F' D
U2 F D2 B U2 F' D'
U2 F D2 B U2 F' D2
U2 F D2 B D U2 F'
U2 F D2 B D' U2 F'
U2 F D2 B D2 U2 F'
D' F B U2 B' U2 B
D2 F B U2 B' U2 B
U2 F D2 B' U2 D F'
U2 F D2 B' U2 D' F'
U2 F D2 B' U2 D2 F'
U2 F D2 B' U2 F' D
U2 F D2 B' U2 F' D'
U2 F D2 B' U2 F' D2
U2 F D2 B' D U2 F'
U2 F D2 B' D' U2 F'
U2 F D2 B' D2 U2 F'
U2 F D2 B2 U2 D F'
U2 F D2 B2 U2 D' F'
U2 F D2 B2 U2 D2 F'
U2 F D2 B2 U2 F' D
U2 F D2 B2 U2 F' D'
U2 F D2 B2 U2 F' D2
U2 F D2 B2 D U2 F'
U2 F D2 B2 D' U2 F'
U2 F D2 B2 D2 U2 F'
L2 F B L' B2 L' F
L2 F B L2 F B2 D
L2 F B L2 F B2 D'
L2 F B L2 F B2 D2
L2 F B L2 B2 D F
L2 F B L2 B2 D' F
L2 F B L2 B2 D2 F
L2 F B L2 B2 F D
L2 F B L2 B2 F D'
L2 F B L2 B2 F D2
R F D2 L U2 L' R'
R F D2 L U2 R' L'
B' D R2 F' R2 D2 B2
U2 F B R2 B R2 U2
R F D2 L' U2 L R'
R F D2 L' U2 R' L
B' D R2 F2 R2 F B
B' D R2 F2 R2 B F
F D R' L U2 L' R
F D R' L U2 R L'
U2 F B U' L U' F'
R F D2 L2 U2 L2 R'
R F D2 L2 U2 R' L2
U2 F B U' L' U' F'
U2 F B U' L2 U' F'
F D R' L' U2 L R
F D R' L' U2 R L
U2 F B U2 L' F' L
U2 F B U2 L2 F' L2
U2 F B U2 D F' D
U2 F B U2 D F' D'
U2 F B U2 D F' D2
F D R' L2 U2 L2 R
F D R' L2 U2 R L2
U2 F B U2 D' F' D
U2 F B U2 D' F' D'
U2 F B U2 D' F' D2
U2 F B U2 D2 F' D
U2 F B U2 D2 F' D'
U2 F B U2 D2 F' D2
U2 F B U2 F2 D F
U2 F B U2 F2 D' F
U2 F B U2 F2 D2 F
U2 F B D U2 F' D
U2 F B D U2 F' D'
U2 F B D U2 F' D2
U2 F B D B U2 F'
D' F B' U2 B U2 B'
U2 F B D B' U2 F'
U2 F B D B2 U2 F'
D2 F B' U2 B U2 B'
U2 F B D' U2 F' D
U2 F B D' U2 F' D'
U2 F B D' U2 F' D2
U2 F B D' B U2 F'
U2 F B D' B' U2 F'
U2 F B D' B2 U2 F'
U2 F B D2 U2 F' D
U2 F B D2 U2 F' D'
U2 F B D2 U2 F' D2
U2 F B D2 B U2 F'
U2 F B D2 B' U2 F'
U2 F B D2 B2 U2 F'
L2 F B' L2 R2 F' R2
L2 F B' L2 U2 B U2
F2 D R2 B' R2 F' B2
F2 D R2 B' R2 B2 F'
L2 F B' R2 L2 F' R2
D F B U2 B' U2 B
U2 F B' R2 B R2 U2
L2 F B' R2 F' L2 R2
L2 F B' R2 F' R2 L2
B2 D U L2 R U' B'
B2 D U L2 R' U' B'
B2 D U L2 R2 U' B'
B2 D U L2 U' D B'
B2 D U L2 U' D' B'
B2 D U L2 U' D2 B'
B2 D U L2 U' B' D
B2 D U L2 U' B' D'
B2 D U L2 U' B' D2
B2 D U L2 D U' B'
B2 D U L2 D' U' B'
B2 D U L2 D2 U' B'
U2 F B' U' L U' F'
U2 F B' U' L' U' F'
F' D U R2 U' D' F2
U2 F B' U' L2 U' F'
F' D U R2 U2 R2 U
F' D U R2 D' U' F2
F' D U R2 D2 L2 U'
B2 D U R L2 U' B'
U2 F B' U2 L' F' L
U2 F B' U2 L2 F' L2
U2 F B' U2 D F' D
U2 F B' U2 D F' D'
U2 F B' U2 D F' D2
B2 D U R' L2 U' B'
U2 F B' U2 D' F' D
U2 F B' U2 D' F' D'
U2 F B' U2 D' F' D2
U2 F B' U2 D2 F' D
U2 F B' U2 D2 F' D'
U2 F B' U2 D2 F' D2
U2 F B' U2 F2 D F
U2 F B' U2 F2 D' F
U2 F B' U2 F2 D2 F
L2 F B' U2 B U2 L2
F D R2 L U2 L' R2
F D R2 L U2 R2 L'
B2 D U R2 L2 U' B'
U2 F B' D U2 F' D
