B' L' D2 F2
B' D2 L' F2
B' L' U2 B2 U2
B' L' D2 F2 D
B' L' D2 F2 D'
B' L' D2 F2 D2
B' L' F D2 F2
B' L' F' D2 F2
B' L' F2 D2 F2
B L' B2 D2 F2
B' L2 D2 L F2
B' L2 D2 F2 L
B2 L2 F L B
B U2 L' B2 R'
B' U2 B2 U2 L'
B' D' L' D' F2
B' D2 L F2 L2
B' D2 L' F2 D
B' D2 L' F2 D'
B' D2 L' F2 D2
B' D2 L2 F2 L
U2 B U2 L' B2
U2 B U2 B2 L'
D' B' L' D2 F2
D B' L' D2 F2
R2 B' L' F' R2
D2 B' L' D2 F2
D' B' D2 L' F2
D B' D2 L' F2
D2 B' D2 L' F2
F2 B' D2 F2 L'
B' F2 D2 F2 L'
F B' L F' L' D2 F2
F B' L F' D2 L' F2
F' B' L2 F L' D2 F2
F' B' L2 F D2 L' F2
F2 B' L2 U2 R B2 U2
D B' U D L2 U' L
F2 B' L2 U2 B2 R U2
F' B' L2 F' D2 F2 L'
B2 F' L2 F L B L2
B2 F' L2 F L' D B
B2 F' L2 F L' D' B
B2 F' L2 F L' D2 B
B2 F' L2 F L' B D
B2 F' L2 F L' B D'
B2 F' L2 F L' B D2
B2 F' L2 F D L' B
B2 F' L2 F D B L'
B2 F' L2 F D' L' B
B2 F' L2 F D' B L'
B2 F' L2 F D2 L' B
B2 F' L2 F D2 B L'
B2 F' L2 F B L' D
B2 F' L2 F B L' D'
B2 F' L2 F B L' D2
F2 B' L2 D2 L F2 L'
B2 F' L2 F B D L'
B2 F' L2 F B D' L'
B2 F' L2 F B D2 L'
B2 F' L2 F B' L' B2
F2 B' L2 D2 L' F2 L'
F2 B' L2 D2 L2 F2 L'
F2 B' L2 D2 F2 L' D
F2 B' L2 D2 F2 L' D'
F2 B' L2 D2 F2 L' D2
F2 B' L2 D2 F2 D L'
F2 B' L2 D2 F2 D' L'
F2 B' L2 D2 F2 D2 L'
D2 B' U2 R B2 U2 L'
D2 B' U2 R' B2 U2 L'
B2 F' L2 B F L' D
B2 F' L2 B F L' D'
B2 F' L2 B F L' D2
D2 B' U2 R2 B2 U2 L'
B2 F' L2 B F D L'
F2 B' L2 F2 L' D2 F2
B2 F' L2 B F D' L'
B2 F' L2 B F D2 L'
D' B' U2 R B2 U2 L'
F2 B' L2 F2 D2 L' F2
B2 F' L2 B' F L' B2
D' B' U2 R' B2 U2 L'
D' B' U2 R2 B2 U2 L'
F B' L' D2 F' L' F'
F B' L' F D2 F2 L'
F B' L' F' L' D2 F2
F B' L' F' D2 L' F2
D2 B' U2 B2 R U2 L'
D2 B' U2 B2 R' U2 L'
D2 B' U2 B2 R2 U2 L'
D2 B' U2 B2 U2 L' D
D2 B' U2 B2 U2 L' D'
D2 B' U2 B2 U2 L' D2
D2 B' U2 B2 U2 D L'
D2 B' U2 B2 U2 D' L'
D2 B' U2 B2 U2 D2 L'
D2 B' U2 B2 D U2 L'
D2 B' U2 B2 D' U2 L'
D2 B' U2 B2 D2 U2 L'
R' B' D L' R' F' R2
D2 B' D L' U L' U'
D' B' U2 B2 R U2 L'
D' B' U2 B2 R' U2 L'
D' B' U2 B2 R2 U2 L'
D' B' U2 B2 U2 L' D
D' B' U2 B2 U2 L' D'
D' B' U2 B2 U2 L' D2
D' B' U2 B2 U2 D L'
D' B' U2 B2 U2 D' L'
D' B' U2 B2 U2 D2 L'
D' B' U2 B2 D U2 L'
D B' U' D' R2 U L'
D' B' U2 B2 D' U2 L'
D' B' U2 B2 D2 U2 L'
D' B' D L' U L' U'
F2 B' R D2 R' F2 L'
R' B' D R' L' F' R2
D2 B' D U L2 U' L
L2 B' U2 F R B2 U2
L2 B' U2 F B2 R U2
D' B' D U L2 U' L
F2 B' R B2 L U2 B2
F B' L2 D2 F' L' F'
F2 B' R B2 U2 B2 R'
F B' L2 F D2 F2 L'
F B' L2 F' L' D2 F2
D2 B' D F2 D F2 L'
F B' L2 F' D2 L' F2
L2 B' U2 B2 F R U2
D B' U2 R B2 U2 L'
D' B' D F2 D F2 L'
D B' U2 R' B2 U2 L'
D B' U2 R2 B2 U2 L'
R' B' D' L' R' F' R2
D2 B' D' L' U' R2 U
D2 B' D' L' D' F2 D
D2 B' D' L' D' F2 D'
D2 B' D' L' D' F2 D2
D2 B' D' L' F D' F2
D2 B' D' L' F' D' F2
D2 B' D' L' F2 D' F2
D2 B' D' L2 D' L F2
D2 B' D' L2 D' F2 L
F2 B' R' D2 L2 R F2
F2 B' R' D2 R L2 F2
F2 B' R' D2 R F2 L2
D' B' D' L' U' R2 U
D' B' D' L' D' F2 D
D' B' D' L' D' F2 D'
D' B' D' L' D' F2 D2
D' B' D' L' F D' F2
R' B' D' R' L' F' R2
D' B' D' L' F' D' F2
D' B' D' L' F2 D' F2
D' B' D' L2 D' L F2
D' B' D' L2 D' F2 L
D2 B' D' U' R2 U L'
R2 B' D L' D' F' R2
R2 B' D L' F' D' R2
D B' U2 B2 R U2 L'
D B' U2 B2 R' U2 L'
D B' U2 B2 R2 U2 L'
D B' U2 B2 U2 L' D
D B' U2 B2 U2 L' D'
D B' U2 B2 U2 L' D2
D B' U2 B2 U2 D L'
D B' U2 B2 U2 D' L'
D B' U2 B2 U2 D2 L'
D B' U2 B2 D U2 L'
D B' U2 B2 D' U2 L'
D B' U2 B2 D2 U2 L'
D' B' D' U' R2 U L'
D B' D L' U L' U'
D2 B' D' F2 D' F2 L'
D' B' D' F2 D' F2 L'
D2 B' D2 L F' L2 F'
D2 B' D2 L F2 L2 D
D2 B' D2 L F2 L2 D'
D2 B' D2 L F2 L2 D2
D B' D U L2 U' L
R' B' D2 L' R' F' R2
D2 B' D2 L' R F2 R'
D2 B' D2 L' R2 F2 R2
D2 B' D2 L' F D F
D2 B' D2 L' F D' F
D2 B' D2 L' F D2 F
D2 B' D2 L' F' D F'
D2 B' D2 L' F' D' F'
D2 B' D2 L' F' D2 F'
D2 B' D2 L2 F' L F'
D2 B' D2 L2 F2 L D
D2 B' D2 L2 F2 L D'
D2 B' D2 L2 F2 L D2
D2 B' D2 L2 F2 D L
D2 B' D2 L2 F2 D' L
D2 B' D2 L2 F2 D2 L
D' B' D2 L F' L2 F'
D' B' D2 L F2 L2 D
D' B' D2 L F2 L2 D'
D' B' D2 L F2 L2 D2
D2 B' D2 R L' F2 R'
D' B' D2 L' R F2 R'
D' B' D2 L' R2 F2 R2
R' B' D2 R' L' F' R2
D' B' D2 L' F D F
D' B' D2 L' F D' F
D' B' D2 L' F D2 F
D' B' D2 L' F' D F'
D' B' D2 L' F' D' F'
D' B' D2 L' F' D2 F'
D' B' D2 L2 F' L F'
D2 B' D2 R2 L' F2 R2
D' B' D2 L2 F2 L D
D' B' D2 L2 F2 L D'
D' B' D2 L2 F2 L D2
D' B' D2 L2 F2 D L
D' B' D2 L2 F2 D' L
D' B' D2 L2 F2 D2 L
D' B' D2 R L' F2 R'
D B' D F2 D F2 L'
D' B' D2 R2 L' F2 R2
R2 B' D' L' D F' R2
L' B' D2 R' B R F2
D B' D' L' U' R2 U
D B' D' L' D' F2 D
D B' D' L' D' F2 D'
D B' D' L' D' F2 D2
D2 B' D2 F2 U2 R U2
D B' D' L' F D' F2
D B' D' L' F' D' F2
D B' D' L' F2 D' F2
D B' D' L2 D' L F2
D B' D' L2 D' F2 L
D2 B' D2 B' L' F2 B
D2 B' D2 B' L' B F2
D' B' D2 F2 U2 R U2
D2 B' D2 B2 L' F2 B2
D2 B' D2 B2 L' B2 F2
U2 B' D2 L F2 L2 R
U2 B' D2 L F2 R L2
L' B' D2 F2 R' B R
D' B' D2 B' L' F2 B
D' B' D2 B' L' B F2
D' B' D2 B2 L' F2 B2
D' B' D2 B2 L' B2 F2
D B' D' U' R2 U L'
R' B' F R' F' L' R
R' B' F R' F' R L'
D B' D' F2 D' F2 L'
R2 B' D2 L' F2 R F
D B' D2 L F' L2 F'
D B' D2 L F2 L2 D
D B' D2 L F2 L2 D'
D B' D2 L F2 L2 D2
D B' D2 L' R F2 R'
D B' D2 L' R2 F2 R2
D B' D2 L' F D F
D B' D2 L' F D' F
D B' D2 L' F D2 F
D B' D2 L' F' D F'
D B' D2 L' F' D' F'
D B' D2 L' F' D2 F'
D2 B' F D2 F' L' F'
D B' D2 L2 F' L F'
D B' D2 L2 F2 L D
D B' D2 L2 F2 L D'
D B' D2 L2 F2 L D2
D B' D2 L2 F2 D L
D B' D2 L2 F2 D' L
D B' D2 L2 F2 D2 L
D B' D2 R L' F2 R'
D' B' F D2 F' L' F'
D B' D2 R2 L' F2 R2
D B' D2 F2 U2 R U2
U B' D2 L' F2 D R2
D B' D2 B' L' F2 B
D B' D2 B' L' B F2
D B' D2 B2 L' F2 B2
D B' D2 B2 L' B2 F2
D2 B' F2 L D2 F2 L'
D2 B' F2 L' D2 F2 L'
D2 B' F2 L2 D2 F2 L'
D' B' F2 L D2 F2 L'
R2 B' F R2 F' L' F'
D' B' F2 L' D2 F2 L'
F2 B' U2 R U2 D2 F2
F2 B' U2 R D2 U2 F2
R B' D2 L' F' R F2
F2 B' U2 R B2 U2 D
F2 B' U2 R B2 U2 D'
F2 B' U2 R B2 U2 D2
F2 B' U2 R B2 D U2
F2 B' U2 R B2 D' U2
F2 B' U2 R B2 D2 U2
D' B' F2 L2 D2 F2 L'
F2 B' U2 R' B2 R2 U2
F2 B' U2 R2 B2 U2 L
D2 B' F2 U2 R B2 U2
F2 B' U2 D2 R U2 F2
D2 B' F2 U2 B2 R U2
D' B' F2 U2 R B2 U2
D2 B' F2 D2 L F2 L'
D2 B' F2 D2 L' F2 L'
D2 B' F2 D2 L2 F2 L'
D' B' F2 U2 B2 R U2
D B' F D2 F' L' F'
D2 B' F2 D2 F2 L' D
D2 B' F2 D2 F2 L' D'
D2 B' F2 D2 F2 L' D2
D2 B' F2 D2 F2 D L'
D2 B' F2 D2 F2 D' L'
D2 B' F2 D2 F2 D2 L'
F2 B' U2 B' R B' U2
D' B' F2 D2 L F2 L'
D' B' F2 D2 L' F2 L'
D' B' F2 D2 L2 F2 L'
D' B' F2 D2 F2 L' D
D' B' F2 D2 F2 L' D'
D' B' F2 D2 F2 L' D2
D' B' F2 D2 F2 D L'
D' B' F2 D2 F2 D' L'
D' B' F2 D2 F2 D2 L'
F2 B' U2 B2 R U2 D
F2 B' U2 B2 R U2 D'
F2 B' U2 B2 R U2 D2
F2 B' U2 B2 R D U2
F2 B' U2 B2 R D' U2
F2 B' U2 B2 R D2 U2
F2 B' U2 B2 D R U2
F2 B' U2 B2 D' R U2
F2 B' U2 B2 D2 R U2
R2 B' F' R2 F L' F'
U2 B' F2 R B2 U2 B2
D2 B2 L B L F L
D B' F2 L D2 F2 L'
D B' F2 L' D2 F2 L'
D' B2 L B L F L
F2 B' D F2 D L' F2
D B' F2 L2 D2 F2 L'
L' B2 L B' L F L2
F2 B' D' L D' F2 L'
F2 B' D' L' D' F2 L'
D B' F2 U2 R B2 U2
F2 B' D' L2 D' F2 L'
D B' F2 U2 B2 R U2
F B' U2 B' R' B' U2
D B' F2 D2 L F2 L'
D B' F2 D2 L' F2 L'
D B' F2 D2 L2 F2 L'
D B' F2 D2 F2 L' D
D B' F2 D2 F2 L' D'
D B' F2 D2 F2 L' D2
D B' F2 D2 F2 D L'
D B' F2 D2 F2 D' L'
D B' F2 D2 F2 D2 L'
D2 B2 L' B L' F L
R' B2 L' B R' F' R2
L2 B2 L B2 L F B'
L2 B2 L B2 L B' F
F2 B' D' F2 L' D' F2
D' B2 L' B L' F L
F2 B' D' F2 D' L' F2
B' F' D2 F D2 F L'
R2 B2 L F' L2 B R2
B' F' D2 F2 B' L B
R2 B2 L F' B L2 R2
R2 B2 L F' B R2 L2
B' F' D2 B' L F2 B
B' F' D2 B' L B F2
F2 B' D2 L F2 L' D
F2 B' D2 L F2 L' D'
F2 B' D2 L F2 L' D2
F2 B' D2 L F2 D L'
F2 B' D2 L F2 D' L'
F2 B' D2 L F2 D2 L'
F B' D F D F2 L'
R2 B2 L B L2 F' R2
B' F' D2 B' F2 L B
F2 B' D2 L' F2 L' D
F2 B' D2 L' F2 L' D'
F2 B' D2 L' F2 L' D2
F2 B' D2 L' F2 D L'
F2 B' D2 L' F2 D' L'
F2 B' D2 L' F2 D2 L'
R2 B2 L B F' L2 R2
R2 B2 L B F' R2 L2
F B' D F' D L' F2
F2 B' D2 L2 F2 L' D
F2 B' D2 L2 F2 L' D'
F2 B' D2 L2 F2 L' D2
D2 B2 L2 D F L B
F2 B' D2 L2 F2 D L'
F2 B' D2 L2 F2 D' L'
F2 B' D2 L2 F2 D2 L'
D B2 L B L F L
D2 B2 L2 D' F L B
F' B' D2 F D2 F L'
D2 B2 L2 D2 F L B
D2 B2 L2 F L D B
D2 B2 L2 F L D' B
D2 B2 L2 F L D2 B
D2 B2 L2 F L B D
D2 B2 L2 F L B D'
D2 B2 L2 F L B D2
D2 B2 L2 F L' B L2
D' B2 L2 D F L B
D2 B2 L2 F L2 B L'
D2 B2 L2 F D L B
D2 B2 L2 F D' L B
D2 B2 L2 F D2 L B
F' B' D2 F2 B' L B
D2 B2 L2 F' L F2 B
D2 B2 L2 F' L B F2
D' B2 L2 D' F L B
B' F2 L U2 R B2 U2
D2 B2 L2 F2 L F' B
D2 B2 L2 F2 L B F'
D' B2 L2 D2 F L B
F' B' D2 B' L F2 B
F' B' D2 B' L B F2
D' B2 L2 F L D B
D' B2 L2 F L D' B
D' B2 L2 F L D2 B
D' B2 L2 F L B D
D' B2 L2 F L B D'
D' B2 L2 F L B D2
D' B2 L2 F L' B L2
F2 B' D2 U2 R U2 F2
B' F2 L U2 B2 R U2
D' B2 L2 F L2 B L'
F' B' D2 B' F2 L B
D' B2 L2 F D L B
D' B2 L2 F D' L B
D' B2 L2 F D2 L B
D' B2 L2 F' L F2 B
D' B2 L2 F' L B F2
D2 B2 L2 B D2 F L'
L' B2 L2 F L' B' L'
F2 B' D2 F' L F' L'
F2 B' D2 F' L' F' L'
F2 B' D2 F' L2 F' L'
D' B2 L2 F2 L F' B
D' B2 L2 F2 L B F'
B' F2 L D2 L F2 L'
B' F2 L D2 L' F2 L'
B' F2 L D2 L2 F2 L'
F2 B' D2 F' D F' L'
F2 B' D2 F' D' F' L'
F2 B' D2 F' D2 F' L'
F2 B' D2 F2 L2 D L
F2 B' D2 F2 L2 D' L
F2 B' D2 F2 L2 D2 L
B' F2 L D2 F2 L' D
B' F2 L D2 F2 L' D'
B' F2 L D2 F2 L' D2
B' F2 L D2 F2 D L'
B' F2 L D2 F2 D' L'
B' F2 L D2 F2 D2 L'
F2 B' D2 F2 D L' D
F2 B' D2 F2 D L' D'
F2 B' D2 F2 D L' D2
F2 B' D2 F2 D' L' D
F2 B' D2 F2 D' L' D'
F2 B' D2 F2 D' L' D2
F2 B' D2 F2 D2 L' D
F2 B' D2 F2 D2 L' D'
F2 B' D2 F2 D2 L' D2
F2 B' D2 F2 B' L' B
F2 B' D2 F2 B2 L' B2
D' B2 L2 B D2 F L'
B' F2 L F2 L' D2 F2
R2 B2 L' F B R2 F2
F2 B' D2 B' F2 L' B
B' F2 L F2 D2 L' F2
R2 B2 L' F' B R2 D
R2 B2 L' F' B R2 D'
R2 B2 L' F' B R2 D2
F2 B' D2 B2 F2 L' B2
R2 B2 L' F' B' R2 B2
R2 B2 L' F' B2 R2 B'
R2 B2 L' F2 B R2 F
F B' D' F D' F2 L'
F B' D' F' L' D' F2
R2 B2 L' B F R2 F2
R2 B2 L' B F' R2 D
R2 B2 L' B F' R2 D'
R2 B2 L' B F' R2 D2
R2 B2 L' B F2 R2 F
F B' D' F' D' L' F2
R2 B2 L' B' F' R2 B2
D B2 L' B L' F L
R2 B2 L' B2 F' R2 B'
L2 B2 L2 F B2 L B
F' B2 L B L F L'
F B' D2 L F' L' F'
B' F2 L' U2 R B2 U2
B' F2 L' U2 B2 R U2
F B' D2 L' F' L' F'
L2 B2 L2 B' D2 F L'
F B' D2 L2 F' L' F'
L2 B2 L2 B2 F L B
B' F2 L' D2 L F2 L'
B' F2 L' D2 L' F2 L'
B' F2 L' D2 L2 F2 L'
B' F2 L' D2 F2 L' D
B' F2 L' D2 F2 L' D'
B' F2 L' D2 F2 L' D2
B' F2 L' D2 F2 D L'
B' F2 L' D2 F2 D' L'
B' F2 L' D2 F2 D2 L'
B F2 L R U2 R' B2
D B2 L2 D F L B
B' F2 L' F2 L' D2 F2
L B2 L' B L' F B2
L B2 L' B L' B2 F
D B2 L2 D' F L B
R2 B2 L2 F' L B R2
B' F2 L' F2 D2 L' F2
L B2 L' B' L' D F
L B2 L' B' L' D' F
L B2 L' B' L' D2 F
L B2 L' B' L' F D
L B2 L' B' L' F D'
L B2 L' B' L' F D2
D B2 L2 D2 F L B
D B2 L2 F L D B
D B2 L2 F L D' B
D B2 L2 F L D2 B
D B2 L2 F L B D
D B2 L2 F L B D'
D B2 L2 F L B D2
D B2 L2 F L' B L2
D B2 L2 F L2 B L'
L B2 L' B2 L' F B
L B2 L' B2 L' B F
D B2 L2 F D L B
D B2 L2 F D' L B
D B2 L2 F D2 L B
D B2 L2 F' L F2 B
D B2 L2 F' L B F2
F B' D2 F' L F' L2
F B' D2 F' L' D F'
F B' D2 F' L' D' F'
F B' D2 F' L' D2 F'
F B' D2 F' L' F' D
F B' D2 F' L' F' D'
F B' D2 F' L' F' D2
F B' D2 F' L2 F' L
F B' D2 F' D L' F'
F B' D2 F' D' L' F'
F B' D2 F' D2 L' F'
D B2 L2 F2 L F' B
D B2 L2 F2 L B F'
F' B2 L' F L' F B
F' B2 L' F L' B F
F' B2 L' F B L' F
D B2 L2 B D2 F L'
F' B2 L' B L' F L'
U B2 L2 U' F L B
B' F2 L2 U2 R B2 U2
F' B2 L' B F L' F
B' F2 L2 U2 B2 R U2
B2 F2 L' F2 L' F B
B2 F2 L' F2 L' B F
B2 F2 L' F2 B L' F
B' F2 L2 D2 L F2 L'
B' F2 L2 D2 L' F2 L'
B' F2 L2 D2 L2 F2 L'
B2 F2 L' B F2 L' F
L B2 L2 F L B' L'
B' F2 L2 D2 F2 L' D
B' F2 L2 D2 F2 L' D'
B' F2 L2 D2 F2 L' D2
B' F2 L2 D2 F2 D L'
B' F2 L2 D2 F2 D' L'
B' F2 L2 D2 F2 D2 L'
F2 B2 L' F2 L' F B
F2 B2 L' F2 L' B F
F2 B2 L' F2 B L' F
B F2 L B2 D2 F2 L'
F2 B2 L' B F2 L' F
B F2 L' R U2 R' B2
B' F2 L2 F2 L' D2 F2
B' F2 L2 F2 D2 L' F2
F' B2 L2 F L B L2
F' B2 L2 F L' D B
F' B2 L2 F L' D' B
F' B2 L2 F L' D2 B
F' B2 L2 F L' B D
F' B2 L2 F L' B D'
F' B2 L2 F L' B D2
F' B2 L2 F D L' B
F' B2 L2 F D B L'
F' B2 L2 F D' L' B
F' B2 L2 F D' B L'
F' B2 L2 F D2 L' B
F' B2 L2 F D2 B L'
F' B2 L2 F B L' D
F' B2 L2 F B L' D'
F' B2 L2 F B L' D2
F' B2 L2 F B D L'
F' B2 L2 F B D' L'
F' B2 L2 F B D2 L'
F' B2 L2 F B' L' B2
F' B2 L2 B F L' D
F' B2 L2 B F L' D'
F' B2 L2 B F L' D2
F' B2 L2 B F D L'
F' B2 L2 B F D' L'
F' B2 L2 B F D2 L'
F' B2 L2 B' F L' B2
B2 F2 L2 F2 L' F' B
B2 F2 L2 F2 L' B F'
U2 B2 R' B' U2 L' B'
B2 F2 L2 F2 B L' F'
B' F2 R D2 R' F2 L'
B2 F2 L2 B F2 L' F'
F2 B2 L2 F2 L' F' B
F2 B2 L2 F2 L' B F'
F2 B2 L2 F2 B L' F'
B F2 L' B2 D2 F2 L'
F2 B2 L2 B F2 L' F'
B F2 L2 R U2 R' B2
B' F2 R B2 L U2 B2
B' F2 R B2 U2 B2 R'
F B2 L' F' L' F B
F B2 L' F' L' B F
F B2 L' F' B L' F
F B2 L' B F' L' F
B' F2 R' D2 L2 R F2
B' F2 R' D2 R L2 F2
B' F2 R' D2 R F2 L2
B F2 L2 B2 D2 F2 L'
B F2 R L U2 R' B2
B F2 R L' U2 R' B2
B F2 R L2 U2 R' B2
F B2 L2 F' L' F2 B
F B2 L2 F' L' B F2
B F2 R U2 R B2 R2
B F2 R U2 R' B2 D
B F2 R U2 R' B2 D'
B F2 R U2 R' B2 D2
F B2 L2 F' B L' F2
B F2 R U2 R2 B2 R
F B2 L2 B F' L' F2
R2 B2 U L' F' B R2
B F2 R D2 F2 U2 R'
R2 B2 U L' B F' R2
B F2 R F U2 R' B2
B F2 R F' U2 R' B2
B F2 R F2 U2 R' B2
R2 B2 U B L' F' R2
R2 B2 U' L' F' B R2
R2 B2 U' L' B F' R2
D2 B2 U2 B' U2 L' B2
D2 B2 U2 B' U2 B2 L'
D' B2 U2 B' U2 L' B2
D' B2 U2 B' U2 B2 L'
U2 B2 U2 L2 F L B
D2 B2 D L2 F L B
L2 B2 U2 R' F B' U2
L2 B2 U2 R' B' F U2
R2 B2 U' B L' F' R2
U B2 U B' U2 L' B2
U B2 U B' U2 B2 L'
D' B2 D L2 F L B
B F2 R2 U2 B2 L R2
B F2 R2 U2 B2 R2 L
L2 B2 U2 F R' B' U2
U B2 U' L2 F L B
R2 B2 U2 L' F' B R2
R2 B2 U2 L' B F' R2
U2 B2 U2 B L' D2 F2
D2 B2 D B L' D2 F2
U2 B2 U2 B D2 L' F2
D2 B2 D B D2 L' F2
D' B2 D B L' D2 F2
D' B2 D B D2 L' F2
D2 B2 D' L2 F L B
U B2 U' B L' D2 F2
U B2 U' B D2 L' F2
R2 B2 U2 B L' F' R2
D' B2 D' L2 F L B
B' F2 U2 R U2 D2 F2
B' F2 U2 R D2 U2 F2
B' F2 U2 R B2 U2 D
B' F2 U2 R B2 U2 D'
B' F2 U2 R B2 U2 D2
B' F2 U2 R B2 D U2
B' F2 U2 R B2 D' U2
B' F2 U2 R B2 D2 U2
D B2 U2 B' U2 L' B2
D B2 U2 B' U2 B2 L'
B' F2 U2 R' B2 R2 U2
B' F2 U2 R2 B2 U2 L
D2 B2 D' B L' D2 F2
D2 B2 D' B D2 L' F2
U2 B2 D B' U2 L' B2
U2 B2 D B' U2 B2 L'
B' F2 U2 D2 R U2 F2
D B2 D L2 F L B
D' B2 D' B L' D2 F2
D' B2 D' B D2 L' F2
D2 B2 D2 L2 F L B
B' F2 U2 B' R B' U2
B' F2 U2 B2 R U2 D
B' F2 U2 B2 R U2 D'
B' F2 U2 B2 R U2 D2
B' F2 U2 B2 R D U2
B' F2 U2 B2 R D' U2
B' F2 U2 B2 R D2 U2
B' F2 U2 B2 D R U2
B' F2 U2 B2 D' R U2
B' F2 U2 B2 D2 R U2
D' B2 D2 L2 F L B
D B2 D B L' D2 F2
D B2 D B D2 L' F2
D2 B2 D2 B L' D2 F2
D2 B2 D2 B D2 L' F2
U2 B2 D' B' U2 L' B2
U2 B2 D' B' U2 B2 L'
D B2 D' L2 F L B
B2 F2 U2 B' R U2 B2
D' B2 D2 B L' D2 F2
D' B2 D2 B D2 L' F2
B' F2 D F2 D L' F2
F2 B2 U2 B' R U2 B2
B' F2 D' L D' F2 L'
B' F2 D' L' D' F2 L'
B' F2 D' L2 D' F2 L'
D B2 D' B L' D2 F2
D B2 D' B D2 L' F2
U2 B2 D2 B' U2 L' B2
U2 B2 D2 B' U2 B2 L'
D B2 D2 L2 F L B
B2 F2 D B D2 F2 L'
D2 B2 F' L2 F L' B
D2 B2 F' L2 F B L'
D2 B2 F' L2 B F L'
B' F2 D' F2 L' D' F2
B' F2 D' F2 D' L' F2
F2 B2 D B D2 F2 L'
D' B2 F' L2 F L' B
D' B2 F' L2 F B L'
D' B2 F' L2 B F L'
L2 B2 F R' B' U2 R
B' F2 D2 L F2 L' D
B' F2 D2 L F2 L' D'
B' F2 D2 L F2 L' D2
B' F2 D2 L F2 D L'
B' F2 D2 L F2 D' L'
B' F2 D2 L F2 D2 L'
B' F2 D2 L' F2 L' D
B' F2 D2 L' F2 L' D'
B' F2 D2 L' F2 L' D2
B' F2 D2 L' F2 D L'
B' F2 D2 L' F2 D' L'
B' F2 D2 L' F2 D2 L'
B' F2 D2 L2 F2 L' D
B' F2 D2 L2 F2 L' D'
B' F2 D2 L2 F2 L' D2
B' F2 D2 L2 F2 D L'
B' F2 D2 L2 F2 D' L'
B' F2 D2 L2 F2 D2 L'
D B2 D2 B L' D2 F2
D B2 D2 B D2 L' F2
F B2 U2 B' R' U2 B2
F B2 U2 B' U2 B2 L
B' F2 D2 U2 R U2 F2
B2 F2 D' B D2 F2 L'
B' F2 D2 F' L F' L'
B' F2 D2 F' L' F' L'
B' F2 D2 F' L2 F' L'
B' F2 D2 F' D F' L'
B' F2 D2 F' D' F' L'
B' F2 D2 F' D2 F' L'
B' F2 D2 F2 L2 D L
B' F2 D2 F2 L2 D' L
B' F2 D2 F2 L2 D2 L
B' F2 D2 F2 D L' D
B' F2 D2 F2 D L' D'
B' F2 D2 F2 D L' D2
B' F2 D2 F2 D' L' D
B' F2 D2 F2 D' L' D'
B' F2 D2 F2 D' L' D2
B' F2 D2 F2 D2 L' D
B' F2 D2 F2 D2 L' D'
B' F2 D2 F2 D2 L' D2
F2 B2 D' B D2 F2 L'
B' F2 D2 F2 B' L' B
B' F2 D2 F2 B2 L' B2
B' F2 D2 B' F2 L' B
B' F2 D2 B2 F2 L' B2
L B2 F L' B' L' F
D B2 F' L2 F L' B
D B2 F' L2 F B L'
D B2 F' L2 B F L'
B2 F2 D2 B D2 F2 L'
F2 B2 D2 B D2 F2 L'
B F2 D2 R F2 U2 R'
L B2 F' L' B' L' F
L B2 F2 L' B' L' F
