B' R U2 B'
R B' U2 B'
B' R U2 D B'
B' R U2 D' B'
B' R U2 D2 B'
B' R U2 B' D
B' R U2 B' D'
B' R U2 B' D2
B' R D U2 B'
B' R D' U2 B'
B' R D2 U2 B'
B' R F U2 B'
B' R F' U2 B'
B' R F2 U2 B'
D2 R F2 B' U2
D2 R B' F2 U2
R D2 F2 B' U2
R D2 B' F2 U2
B' D R U2 B'
R F B' U2 B'
B' D' R U2 B'
R F' B' U2 B'
B' D2 R U2 B'
D2 F2 B' U2 L'
R F2 B' U2 B'
R' B' R2 U2 B'
R2 B' U2 B' L
D2 B' R F2 U2
F2 B' U2 B' L'
R B' U2 D B'
R B' U2 D' B'
R B' U2 D2 B'
R B' U2 B' D
R B' U2 B' D'
R B' U2 B' D2
R B' D U2 B'
R B' D' U2 B'
R B' D' U2 B'
D2 B' F2 U2 L'
R B' D2 U2 B'
R B' F U2 B'
R B' F' U2 B'
R B' F2 U2 B'
B' F2 U2 B' L'
B D2 U2 F2 B L' D
B D2 U2 F2 B L' D'
B D2 U2 F2 B L' D2
B D2 U2 F2 B D L'
B D2 U2 F2 B D' L'
B D2 U2 F2 B D2 L'
B D2 U2 F2 B' L' B2
B D2 U2 B L F2 L'
B D2 U2 B L' F2 L'
B D2 U2 B L2 F2 L'
B D2 U2 B F2 L' D
B D2 U2 B F2 L' D'
B D2 U2 B F2 L' D2
B D2 U2 B F2 D L'
B D2 U2 B F2 D' L'
B D2 U2 B F2 D2 L'
B D2 U2 B' F2 L' B2
B' D2 F' U2 B L B2
D2 B R U2 D2 F2 B2
D2 B R U2 D2 B2 F2
U2 B L2 D2 F2 L' B
U2 B L2 D2 F2 B L'
U2 B L2 D2 B F2 L'
B D2 F U2 F L' B
B D2 F U2 F B L'
B D2 F U2 B F L'
D2 B R D2 U2 F2 B2
D2 B R D2 U2 B2 F2
B' D2 F2 R U2 B' L'
B' D2 F2 R' U2 B' L'
L2 B L2 B' R U2 B2
B' D2 F2 R2 U2 B' L'
D2 B R F2 U2 D2 F2
D2 B R F2 D2 U2 F2
D2 B R F2 B2 U2 D
D2 B R F2 B2 U2 D'
D2 B R F2 B2 U2 D2
D2 B R F2 B2 D U2
D2 B R F2 B2 D' U2
D2 B R F2 B2 D2 U2
R' B R B2 R F' U2
L B L' B' R U2 B2
B' D2 F2 U2 D B' L'
D2 B R B2 U2 D2 B2
B' D2 F2 U2 D' B' L'
B' D2 F2 U2 D2 B' L'
D2 B R B2 D2 U2 B2
B' D2 F2 U2 B L' B2
B' D2 F2 U2 B' L' D
B' D2 F2 U2 B' L' D'
B' D2 F2 U2 B' L' D2
D2 B R B2 F2 U2 D
D2 B R B2 F2 U2 D'
D2 B R B2 F2 U2 D2
D2 B R B2 F2 D U2
D2 B R B2 F2 D' U2
D2 B R B2 F2 D2 U2
B' D2 F2 U2 B' D L'
B' D2 F2 U2 B' D' L'
B' D2 F2 U2 B' D2 L'
B' D2 F2 U2 B2 L' B
D' B R B2 U' R U'
B' D2 F2 D U2 B' L'
B' D2 F2 D' U2 B' L'
B' D2 F2 D2 U2 B' L'
F' D2 F2 U2 L2 F L'
F2 D2 F2 R D B' U2
F2 D2 F2 R D' B' U2
F2 D2 F2 R D2 B' U2
F2 D2 F2 R B' U2 D
F2 D2 F2 R B' U2 D'
F2 D2 F2 R B' U2 D2
F2 D2 F2 R B' D U2
F2 D2 F2 R B' D' U2
F2 D2 F2 R B' D2 U2
F2 D2 F2 R' B' R2 U2
R B L' B2 U2 R' B'
B D2 F' U2 F' B L
B D2 F' U2 B L F'
B D2 F' U2 B F' L
F' D2 F2 D2 B' U2 L
B' D2 B R B' U2 B'
F2 D2 F2 D R B' U2
D2 B R' F2 R2 B2 U2
F2 D2 F2 D B' R U2
D2 B R' F2 B2 R2 U2
F2 D2 F2 D' R B' U2
B2 D2 F2 B U2 B' L'
F2 D2 F2 D' B' R U2
F2 D2 F2 D2 R B' U2
F2 D2 F2 D2 B' R U2
F2 D2 F2 B R B2 U2
D2 B R' B2 R2 F2 U2
D2 B R' B2 F2 R2 U2
F2 D2 F2 B' R U2 D
F2 D2 F2 B' R U2 D'
F2 D2 F2 B' R U2 D2
F2 D2 F2 B' R D U2
F2 D2 F2 B' R D' U2
F2 D2 F2 B' R D2 U2
F2 D2 F2 B' D R U2
F2 D2 F2 B' D' R U2
F2 D2 F2 B' D2 R U2
B D2 F2 L' B2 R' B'
B2 D2 B R U2 D B'
B2 D2 B R U2 D' B'
B2 D2 B R U2 D2 B'
B2 D2 B R U2 B' D
B2 D2 B R U2 B' D'
B2 D2 B R U2 B' D2
B2 D2 B R D U2 B'
B2 D2 B R D' U2 B'
B2 D2 B R D2 U2 B'
B2 D2 B R F U2 B'
B2 D2 B R F' U2 B'
B2 D2 B R F2 U2 B'
D B R B2 U L2 U
D B R B2 U2 D' B2
D B R B2 D F2 U2
R B L2 B2 L2 F U2
D B R B2 D' U2 B2
R' B R2 D2 F' U2 F'
B2 D2 B D R U2 B'
R' B R2 F' U2 D2 F2
R' B R2 F' D2 U2 F2
R' B R2 F' B2 U2 D
R' B R2 F' B2 U2 D'
R' B R2 F' B2 U2 D2
R' B R2 F' B2 D U2
R' B R2 F' B2 D' U2
R' B R2 F' B2 D2 U2
B2 D2 B D' R U2 B'
F D2 F2 R B' U2 L
B2 D2 B D2 R U2 B'
D2 B R2 F2 R' B2 U2
F D2 F2 R' B' U2 L
D2 B R2 F2 B2 U2 L
B D2 F2 B' L' B2 R'
F D2 F2 R2 B' U2 L
R' B R2 B2 D F' U2
R' B R2 B2 D' F' U2
R' B R2 B2 D2 F' U2
R' B R2 B2 F' U2 D
R' B R2 B2 F' U2 D'
R' B R2 B2 F' U2 D2
R' B R2 B2 F' D U2
R' B R2 B2 F' D' U2
R' B R2 B2 F' D2 U2
B2 D2 B F2 U2 B' L'
B D2 B L F2 L' R
B D2 B L F2 R L'
D2 B R2 B2 F2 U2 L
F2 D2 B F2 R B2 U2
F D2 F2 B R' B2 U2
F D2 F2 B' R U2 L
F D2 F2 B' R' U2 L
F D2 F2 B' R2 U2 L
F D2 F2 B' U2 L D
F D2 F2 B' U2 L D'
F D2 F2 B' U2 L D2
F D2 F2 B' U2 D L
F D2 F2 B' U2 D' L
F D2 F2 B' U2 D2 L
F D2 F2 B' D U2 L
F2 D2 B' R F2 R U2
F D2 F2 B' D' U2 L
F D2 F2 B' D2 U2 L
F2 D2 B' R' F2 R U2
F2 D2 B' R2 F2 R U2
F' D2 B' F R F U2
F2 D2 B' U2 L' D2 B2
U' B U B2 R U2 B'
F2 D2 B' U2 D2 L' B2
F2 D2 B' U2 D2 B2 L'
F D2 B R' F2 B2 U2
F D2 B R' B2 F2 U2
F2 D2 B' D2 U2 L' B2
F2 D2 B' D2 U2 B2 L'
F2 D2 B' F2 R U2 D
F2 D2 B' F2 R U2 D'
F2 D2 B' F2 R U2 D2
F2 D2 B' F2 R D U2
F2 D2 B' F2 R D' U2
F2 D2 B' F2 R D2 U2
F2 D2 B' F2 D R U2
F2 D2 B' F2 D' R U2
F2 D2 B' F2 D2 R U2
B D2 B' R U2 F2 B2
B D2 B' R U2 B2 F2
B2 D2 B2 R B' U2 B'
U' B U' D2 F2 L' B
U' B U' D2 F2 B L'
U' B U' D2 B F2 L'
F D2 B F2 R' B2 U2
R B R' B2 R U2 B
B D2 B' U2 F2 L' B2
B D2 B' U2 F2 B2 L'
B D2 B' U2 B2 F2 L'
F D2 B' R F2 U2 L
F D2 B' R' F2 U2 L
F D2 B' R2 F2 U2 L
B D2 B' F2 L' B2 R'
F D2 B' U2 L D2 B2
F D2 B' U2 D2 L B2
B D2 B2 R U2 F2 B'
B D2 B2 R U2 B' F2
F D2 B' D2 U2 L B2
R B R2 F' R2 B2 U2
R B R2 F' B2 R2 U2
F D2 B' F2 R U2 L
F D2 B' F2 R' U2 L
F D2 B' F2 R2 U2 L
F D2 B' F2 U2 L D
F D2 B' F2 U2 L D'
F D2 B' F2 U2 L D2
F D2 B' F2 U2 D L
F D2 B' F2 U2 D' L
F D2 B' F2 U2 D2 L
F D2 B' F2 D U2 L
F D2 B' F2 D' U2 L
F D2 B' F2 D2 U2 L
R' B U2 D2 L2 F2 B
R' B U2 D2 L2 B F2
B D2 B2 U2 F2 B' L'
R' B U2 D2 F2 L2 B
B D2 B2 U2 B' F2 L'
R' B U2 D2 F2 B L2
R' B U2 D2 B L2 F2
R' B U2 D2 B F2 L2
R B R2 B2 R2 U2 B
D2 B U2 D2 F2 L' B2
D2 B U2 D2 F2 B2 L'
R B R2 B2 F' R2 U2
D2 B U2 D2 B2 F2 L'
U2 B U2 B2 R U2 B'
B' F L2 F L2 U2 L
R B U' D L2 U' B
U2 B D B D F2 L'
B' F R U2 D2 B' L
B' F R D2 U2 B' L
B' F R F U2 B' L'
B' F R F' R U2 B'
R B U2 D B D F2
R B U2 D' B D' F2
R B U2 D2 F2 D B
R B U2 D2 F2 D' B
R B U2 D2 F2 D2 B
R B U2 D2 F2 B D
R B U2 D2 F2 B D'
R B U2 D2 F2 B D2
R B U2 D2 B F2 D
R B U2 D2 B F2 D'
R B U2 D2 B F2 D2
U' B D2 U' F2 L' B
D2 B D2 R U2 F2 B2
D2 B D2 R U2 B2 F2
U' B D2 U' F2 B L'
U' B D2 U' B F2 L'
R B U2 F D2 F2 B
R B U2 F D2 B F2
R B U2 F' D2 F2 B
R B U2 F' D2 B F2
R B U2 F2 D2 F2 B
R B U2 F2 D2 B F2
R B U2 B R2 F' R2
R B U2 B U2 B U2
R' B D2 U2 L2 F2 B
R' B D2 U2 L2 B F2
R' B D2 U2 F2 L2 B
R' B D2 U2 F2 B L2
R' B D2 U2 B L2 F2
R' B D2 U2 B F2 L2
D2 B D2 U2 F2 L' B2
D2 B D2 U2 F2 B2 L'
D2 B D2 U2 B2 F2 L'
U2 B D' B D' F2 L'
D2 B D2 F2 L' B2 R'
B' F R' U2 D2 B' L
U2 B D2 L F2 L' B
U2 B D2 L F2 B L'
U2 B D2 L B F2 L'
B' F R' D2 U2 B' L
U2 B D2 L' F2 L' B
U2 B D2 L' F2 B L'
U2 B D2 L' B F2 L'
B' F R' F U2 B' L'
U2 B D2 L2 F2 L' B
U2 B D2 L2 F2 B L'
B' F R' F' R U2 B'
U2 B D2 L2 B F2 L'
R B D U' L2 U' B
R B D U2 B D F2
R' B F R2 F' B2 U2
R' B F R2 B2 F' U2
U2 B D2 F2 L B L2
U2 B D2 F2 L' D B
U2 B D2 F2 L' D' B
U2 B D2 F2 L' D2 B
U2 B D2 F2 L' B D
U2 B D2 F2 L' B D'
U2 B D2 F2 L' B D2
U2 B D2 F2 D L' B
U2 B D2 F2 D B L'
U2 B D2 F2 D' L' B
U2 B D2 F2 D' B L'
U2 B D2 F2 D2 L' B
U2 B D2 F2 D2 B L'
U2 B D2 F2 B L' D
U2 B D2 F2 B L' D'
U2 B D2 F2 B L' D2
U2 B D2 F2 B D L'
U2 B D2 F2 B D' L'
U2 B D2 F2 B D2 L'
U2 B D2 F2 B' L' B2
U2 B D2 B L F2 L'
U2 B D2 B L' F2 L'
U2 B D2 B L2 F2 L'
U2 B D2 B F2 L' D
U2 B D2 B F2 L' D'
U2 B D2 B F2 L' D2
U2 B D2 B F2 D L'
U2 B D2 B F2 D' L'
U2 B D2 B F2 D2 L'
B' F R2 U2 D2 B' L
U2 B D2 B' F2 L' B2
B' F R2 D2 U2 B' L
B' F R2 F U2 B' L'
B' F R2 F' R U2 B'
F2 B R' B2 U2 L' B'
R2 B D2 B L F2 R
R' B F' R2 F' B2 U2
R' B F' R2 B2 F' U2
R B D' U2 B D' F2
F' B R2 F' B2 U2 L'
F' B R2 B2 F' U2 L'
D2 B F2 R B2 U2 L'
L' B F2 L' F B R'
L' B F2 L' B R' F
L' B F2 L' B F R'
D2 B F2 R' B2 U2 L'
B' F U F U B' L'
R' B F2 R2 F' B2 U2
R' B F2 R2 B2 F' U2
D2 B F2 R2 B2 U2 L'
D2 B F2 U2 L' D2 F2
R B D2 U2 F2 D B
R B D2 U2 F2 D' B
R B D2 U2 F2 D2 B
R B D2 U2 F2 B D
R B D2 U2 F2 B D'
R B D2 U2 F2 B D2
R B D2 U2 B F2 D
R B D2 U2 B F2 D'
R B D2 U2 B F2 D2
D2 B F2 U2 D2 L' F2
R B D2 F U2 F B
R B D2 F U2 B F
R B D2 F' U2 F' B
R B D2 F' U2 B F'
D2 B F2 D2 U2 L' F2
D2 B' L R F2 U2 R
R B D2 B' U2 F2 B2
R B D2 B' U2 B2 F2
B F R2 F' R B2 U2
B F R2 F' B2 R U2
R B D2 B2 U2 F2 B'
R B D2 B2 U2 B' F2
U2 B F2 L' D2 F2 B
U2 B F2 L' D2 B F2
B F R2 B2 F' R U2
F B R2 F' R B2 U2
F B R2 F' B2 R U2
D2 B' L F2 U2 L' R
D2 B' L F2 U2 R L'
R B F U2 D2 F2 B
R B F U2 D2 B F2
U2 B F2 D2 L' F2 B
U2 B F2 D2 L' B F2
U2 B F2 D2 B L' F2
F B R2 B2 F' R U2
R B F D2 U2 F2 B
R B F D2 U2 B F2
D2 B' L' R F2 L U2
B' F U2 D2 B' L D
B' F U2 D2 B' L D'
B' F U2 D2 B' L D2
B' F U2 D2 B' D L
B' F U2 D2 B' D' L
B' F U2 D2 B' D2 L
B' F U2 F B' L' F'
R B F' U2 D2 F2 B
R B F' U2 D2 B F2
D2 B' L' F2 L U2 L2
F2 B U2 L' D2 F2 B
F2 B U2 L' D2 B F2
B' F U2 B' F L' F'
R B F' D2 U2 F2 B
R B F' D2 U2 B F2
F' B U2 D2 F2 B L
F' B U2 D2 B L F2
F' B U2 D2 B F2 L
D2 B' L2 R F2 L2 U2
R' B' L2 R2 F L2 U2
F2 B U2 D2 L' F2 B
F2 B U2 D2 L' B F2
F2 B U2 D2 B L' F2
R B F2 U2 D2 F2 B
R B F2 U2 D2 B F2
R' B' L2 F L2 R2 U2
R' B' L2 F R2 L2 U2
R B F2 D2 U2 F2 B
R B F2 D2 U2 B F2
D2 B' L2 F2 L2 U2 L
L2 B' L2 R F B' U2
U2 B' L2 R F U2 R'
L2 B' L2 R B' F U2
D2 B' R L F2 U2 R
D2 B' R L' F2 L U2
R B' L D L' U2 B'
D2 B' R L2 F2 L2 U2
R B' L D' L' U2 B'
D2 B' R U D' L2 U
D2 B' R U' D R2 U'
R B' L D2 L' U2 B'
D2 B' R U2 D2 B2 D
D2 B' R U2 D2 B2 D'
D2 B' R U2 D2 B2 D2
D2 B' R U2 B D2 B2
D2 B' R U2 B' D2 B2
D' B' R U' R U' D
D' B' R U' R U' D'
D' B' R U' R U' D2
D' B' R U' R D U'
D' B' R U' R D' U'
D2 B' R U2 B2 D2 B2
D' B' R U' R D2 U'
D' B' R U' D R U'
D' B' R U' D' R U'
R' B' R D R U2 B'
D' B' R U' D2 R U'
D2 B' R D U' R2 U'
R' B' R D' R U2 B'
D2 B' R D' U L2 U
R B' L F2 U2 R B
D' B' R D U' R U'
R' B' R D2 R U2 B'
D2 B' R D2 U2 B2 D
D2 B' R D2 U2 B2 D'
D2 B' R D2 U2 B2 D2
D2 B' R D2 F U2 B2
D2 B' R D2 F' U2 B2
D2 B' R D2 F2 U2 B2
D' B' R D' U' R U'
D2 B' R F D F U2
D2 B' R F D' F U2
D2 B' R F D2 F U2
D' B' R D2 U' R U'
D2 B' R F' D F' U2
D2 B' R F' D' F' U2
D2 B' R F' D2 F' U2
R' B' R F2 U2 B' L'
L2 B' L2 B' R F U2
D' B' R F2 U L' U
L2 B' R L2 F B' U2
U2 B' R L2 F U2 R'
L2 B' R L2 B' F U2
B' F D2 R U2 B' L
B' F D2 R' U2 B' L
U2 B' R U2 R B' R2
U2 B' R U2 R' D B'
U2 B' R U2 R' D' B'
U2 B' R U2 R' D2 B'
U2 B' R U2 R' B' D
U2 B' R U2 R' B' D'
U2 B' R U2 R' B' D2
U2 B' R U2 R2 B' R
U2 B' R U2 D R' B'
U2 B' R U2 D' R' B'
U2 B' R U2 D2 R' B'
B' F D2 R2 U2 B' L
U2 B' R D U2 R' B'
D2 B' R' U2 D2 L2 B2
D2 B' R' U2 D2 B2 L2
R B' L' F L U2 B'
R' B' R' U2 B2 L B
R' B' R' D R' U2 B'
U2 B' R D' U2 R' B'
R B' L' F' L U2 B'
R' B' R' D' R' U2 B'
U2 B' R D2 U2 R' B'
R B' L' F2 L U2 B'
B' F D2 U2 B' L D
B' F D2 U2 B' L D'
B' F D2 U2 B' L D2
B' F D2 U2 B' D L
B' F D2 U2 B' D' L
B' F D2 U2 B' D2 L
R' B' R' D2 R' U2 B'
U2 B' R F U2 R' B'
D2 B' R' D2 U2 L2 B2
D2 B' R' D2 U2 B2 L2
B' F D2 F U2 B' L
R' B' R' F R' U2 B'
D2 B' R' F R2 F U2
U2 B' R F' U2 R' B'
B' F D2 F' U2 B' L
R' B' R' F' R' U2 B'
D2 B' R' F' R2 U2 B
U2 B' R F2 U2 R' B'
B' F D2 F2 U2 B' L
R' B' R' F2 R' U2 B'
D2 B' R' F2 R2 U2 D
D2 B' R' F2 R2 U2 D'
D2 B' R' F2 R2 U2 D2
D2 B' R' F2 R2 D U2
D2 B' R' F2 R2 D' U2
D2 B' R' F2 R2 D2 U2
D2 B' R' F2 U2 D2 L2
D B' R U L2 U D
D B' R U L2 U D'
D B' R U L2 U D2
D B' R U L2 D U
D B' R U L2 D' U
D B' R U L2 D2 U
D2 B' R' F2 D2 U2 L2
R2 B' R U2 B' L D
R2 B' R U2 B' L D'
R2 B' R U2 B' L D2
R2 B' R U2 B' D L
R2 B' R U2 B' D' L
R2 B' R U2 B' D2 L
D B' R U' D2 R2 U'
F' B D2 U2 F2 B L
F' B D2 U2 B L F2
F' B D2 U2 B F2 L
D B' R U2 D' B2 D
D B' R U2 D' B2 D'
D B' R U2 D' B2 D2
D B' R U2 B D' B2
D B' R U2 B' D' B2
D B' R U2 B2 D' B2
D B' R D F2 U2 D
D B' R D F2 U2 D'
D B' R D F2 U2 D2
D B' R D F2 D U2
D B' R D F2 D' U2
D B' R D F2 D2 U2
R2 B' R F U2 B' L
D B' R D' U2 B2 D
D B' R D' U2 B2 D'
D B' R D' U2 B2 D2
D B' R D' F U2 B2
D B' R D' F' U2 B2
D B' R D' F2 U2 B2
R' B' R2 L2 F L2 U2
R2 B' R F' U2 B' L
D B' R D2 U' R2 U'
R2 B' R F2 U2 B' L
D B' R F U L2 U
F2 B D2 U2 L' F2 B
F2 B D2 U2 L' B F2
D B' R F U2 D' B2
D B' R F D F2 U2
D B' R F D' U2 B2
R' B' R2 U' R U' B'
R' B' R2 U' R' U' B'
R' B' R2 U' R2 U' B'
F2 B D2 U2 B L' F2
D B' R F' U L2 U
D B' R F' U2 D' B2
D B' R F' D F2 U2
D B' R F' D' U2 B2
R' B' R2 U2 R' B' R
R' B' R2 U2 R2 B' R2
R' B' R2 U2 D B' D
R' B' R2 U2 D B' D'
R' B' R2 U2 D B' D2
R' B' R2 U2 D' B' D
R' B' R2 U2 D' B' D'
R' B' R2 U2 D' B' D2
R' B' R2 U2 D2 B' D
R' B' R2 U2 D2 B' D'
R' B' R2 U2 D2 B' D2
R B' L2 D2 F U2 R2
D B' R F2 U L2 U
D2 B' R2 U2 D2 B2 L
R' B' R2 U2 B2 D B
R' B' R2 U2 B2 D' B
D B' R F2 U2 D' B2
R' B' R2 U2 B2 D2 B
B2 F D2 B R' U2 B'
D B' R F2 D F2 U2
R B' L2 F L2 U2 D
R B' L2 F L2 U2 D'
R B' L2 F L2 U2 D2
R B' L2 F L2 D U2
R B' L2 F L2 D' U2
R B' L2 F L2 D2 U2
D B' R F2 D' U2 B2
R B' L2 F U2 D2 R2
R' B' R2 D U2 B' D
R' B' R2 D U2 B' D'
R' B' R2 D U2 B' D2
R' B' R2 D F U2 B'
R' B' R2 D F' U2 B'
R' B' R2 D F2 U2 B'
R B' L2 F D2 U2 R2
R B' L2 F' L2 F2 U2
R' B' R2 D' U2 B' D
R' B' R2 D' U2 B' D'
R' B' R2 D' U2 B' D2
R' B' R2 D' F U2 B'
R' B' R2 D' F' U2 B'
R' B' R2 D' F2 U2 B'
R B' L2 F2 L2 F' U2
R' B' R2 D2 U2 B' D
R' B' R2 D2 U2 B' D'
R' B' R2 D2 U2 B' D2
D2 B' R2 D2 R' U2 B2
R' B' R2 D2 F U2 B'
R' B' R2 D2 F' U2 B'
R' B' R2 D2 F2 U2 B'
D2 B' R2 D2 U2 B2 L
R' B' R2 F U2 D B'
R' B' R2 F U2 D' B'
R' B' R2 F U2 D2 B'
D2 B' R2 F R' F U2
R' B' R2 F U2 B' D
R' B' R2 F U2 B' D'
R' B' R2 F U2 B' D2
R' B' R2 F D U2 B'
R' B' R2 F D' U2 B'
R' B' R2 F D2 U2 B'
R' B' R2 F' U2 D B'
R' B' R2 F' U2 D' B'
R' B' R2 F' U2 D2 B'
R' B' R2 F' U2 B' D
R' B' R2 F' U2 B' D'
R' B' R2 F' U2 B' D2
R' B' R2 F' D U2 B'
R' B' R2 F' D' U2 B'
R' B' R2 F' D2 U2 B'
D2 B' R2 F2 R' U2 D
D2 B' R2 F2 R' U2 D'
D2 B' R2 F2 R' U2 D2
D2 B' R2 F2 R' D U2
D2 B' R2 F2 R' D' U2
D2 B' R2 F2 R' D2 U2
R' B' R2 F2 U2 D B'
R' B' R2 F2 U2 D' B'
R' B' R2 F2 U2 D2 B'
R' B' R2 F2 U2 B' D
R' B' R2 F2 U2 B' D'
R' B' R2 F2 U2 B' D2
R' B' R2 F2 D U2 B'
R' B' R2 F2 D' U2 B'
R' B' R2 F2 D2 U2 B'
D2 B' R2 F2 D R' U2
D2 B' R2 F2 D' R' U2
D2 B' R2 F2 D2 R' U2
R2 B' R' U2 B' L D
R2 B' R' U2 B' L D'
R2 B' R' U2 B' L D2
R2 B' R' U2 B' D L
R2 B' R' U2 B' D' L
R2 B' R' U2 B' D2 L
R2 B' R' F U2 B' L
R2 B' R' F' U2 B' L
R B' R U2 B2 L B
R B' R D R' U2 B'
R2 B' R' F2 U2 B' L
R B' R D' R' U2 B'
R B' R D2 R' U2 B'
R B' R F R' U2 B'
R B' R F' R' U2 B'
R' B' U D' F2 U B'
R B' R F2 R' U2 B'
R2 B' R2 U2 B' L D
R2 B' R2 U2 B' L D'
R2 B' R2 U2 B' L D2
R2 B' R2 U2 B' D L
R2 B' R2 U2 B' D' L
R2 B' R2 U2 B' D2 L
D B' R2 U2 D' B2 L
D B' R2 D R' F2 U2
D B' R2 D F2 R' U2
R2 B' R2 F U2 B' L
D B' R2 D' R' U2 B2
D B' R2 D' U2 B2 L
R2 B' R2 F' U2 B' L
R B' R' D R U2 B'
R2 B' R2 F2 U2 B' L
R B' R' D' R U2 B'
R B' R' D2 R U2 B'
R' B' U' D B2 U' B
D' B' U' R2 U R' U2
B' F' L2 F L2 R U2
B' F' L2 F R L2 U2
R B' R' F2 U2 B' L'
D' B' U' R2 B2 U' L
D B' U L2 U' R U2
D B' U L2 F2 U L'
F' B' L2 F L2 R U2
F' B' L2 F R L2 U2
R2 B' U F U B' L
B2 F' L2 D2 R2 F' L'
R2 B' U F' U B' L
R B' R2 U2 D2 B' L2
R' B' U2 L2 D2 L2 B'
R B' R2 U2 B' D2 L2
R2 B' U F2 U B' L
F2 B' L2 F L2 U2 L'
B' F' R U2 B L B2
D B' U F2 L2 U L
R B' R2 D2 U2 B' L2
R B' R2 F R2 U2 B'
R B' R2 F' R2 U2 B'
R' B' U2 D' B' D' L2
B' F' R F R U2 B'
R B' R2 F2 R2 U2 B'
R' B' U2 D2 B L2 B2
R' B' U2 D2 B' L2 D
R' B' U2 D2 B' L2 D'
R' B' U2 D2 B' L2 D2
R' B' U2 D2 B2 L2 B
B' F' R F' U2 B' L'
R2 B' U' R U' B' L
F' B' R U2 B L B2
R2 B' U' R' U' B' L
R2 B' U' R2 U' B' L
R' B' U2 B' L D2 L2
R' B' U2 B' L' D2 L2
R' B' U2 B' L2 D2 L2
R' B' U2 B' U2 R2 U2
R' B' U2 B' D2 L2 D
R' B' U2 B' D2 L2 D'
R' B' U2 B' D2 L2 D2
R B' U L2 U' F U2
F' B' R F R U2 B'
R' B' U2 B2 D2 L2 B
R' B' U2 B2 D2 B L2
F2 B' R U2 D B' L'
F2 B' R U2 D' B' L'
F2 B' R U2 D2 B' L'
F2 B' R U2 B L' B2
F2 B' R U2 B' L' D
F2 B' R U2 B' L' D'
F2 B' R U2 B' L' D2
F2 B' R U2 B' D L'
F2 B' R U2 B' D' L'
F2 B' R U2 B' D2 L'
F2 B' R U2 B2 L' B
F' B' R F' U2 B' L'
F2 B' R D U2 B' L'
F2 B' R D' U2 B' L'
D2 B' D R U' R U'
F2 B' R D2 U2 B' L'
R2 B' U' B U' B2 L
B' F' R' U2 B L B2
D' B' D R U2 B2 D
D' B' D R U2 B2 D'
D' B' D R U2 B2 D2
D' B' D R D2 F2 U2
D' B' D R F U2 B2
D' B' D R F' U2 B2
D' B' D R F2 U2 B2
F2 B' R F2 R U2 B'
R' B' D U' B2 U' B
D' B' D R2 U2 B2 L
B' F' R' F R U2 B'
R2 B' U2 L' B' L B'
B' F' R' F' U2 B' L'
F B' L2 F L2 U2 L
F' B' R' U2 B L B2
R2 B' U2 R' B' L R
R2 B' U2 R' B' R L
R2 B' U2 R2 B' L R2
R2 B' U2 R2 B' R2 L
D' B' D F2 U2 L' B2
D' B' D F2 U2 B2 L'
F' B' R' F R U2 B'
F2 B' R' U2 D B' L'
F2 B' R' U2 D' B' L'
F2 B' R' U2 D2 B' L'
R B' U' R U' D B'
R B' U' R U' D' B'
R B' U' R U' D2 B'
R B' U' R U' B' D
R B' U' R U' B' D'
R B' U' R U' B' D2
F2 B' R' U2 B L' B2
F2 B' R' U2 B' L' D
F2 B' R' U2 B' L' D'
F2 B' R' U2 B' L' D2
R B' U' R D U' B'
F2 B' R' U2 B' D L'
F2 B' R' U2 B' D' L'
F2 B' R' U2 B' D2 L'
F2 B' R' U2 B2 L' B
R B' U' R D' U' B'
R B' U' R D2 U' B'
F' B' R' F' U2 B' L'
R2 B' U2 F B' L F'
F2 B' R' D U2 B' L'
R B' U' R' U' D B'
R B' U' R' U' D' B'
R B' U' R' U' D2 B'
R B' U' R' U' B' D
R B' U' R' U' B' D'
R B' U' R' U' B' D2
R B' U' R' D U' B'
R B' U' R' D' U' B'
R B' U' R' D2 U' B'
F2 B' R' D' U2 B' L'
U2 B' D R U2 R' B'
R B' U' R2 U' D B'
R B' U' R2 U' D' B'
R B' U' R2 U' D2 B'
R B' U' R2 U' B' D
R B' U' R2 U' B' D'
R B' U' R2 U' B' D2
R B' U' R2 D U' B'
R B' U' R2 D' U' B'
R B' U' R2 D2 U' B'
D2 B' D' R U L2 U
R2 B' U2 F2 B' L F2
D2 B' D' R U2 D' B2
D2 B' D' R D F2 U2
F2 B' R' D2 U2 B' L'
D2 B' D' R D' U2 B2
R2 B' U2 B L B2 L
R B' U' D R U' B'
R2 B' U2 B L' B2 L
R B' U' D R' U' B'
R2 B' U2 B L2 B2 L
R B' U' D R2 U' B'
B' F' R2 U2 B L B2
R B' U' D' R U' B'
R B' U' D' R' U' B'
R B' U' D' R2 U' B'
R2 B' U2 B' L2 D L'
R2 B' U2 B' L2 D' L'
R2 B' U2 B' L2 D2 L'
R2 B' U2 B' D L D
R2 B' U2 B' D L D'
R2 B' U2 B' D L D2
R2 B' U2 B' D' L D
R2 B' U2 B' D' L D'
R2 B' U2 B' D' L D2
R B' U' D2 R U' B'
R2 B' U2 B' D2 L D
R2 B' U2 B' D2 L D'
R2 B' U2 B' D2 L D2
R B' U' D2 R' U' B'
R2 B' U2 B' F L F'
R B' U' D2 R2 U' B'
R2 B' U2 B' F2 L F2
